,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev2,Blank#2_Seg1Ev2,Blank#3_Seg1Ev2,Blank#4_Seg1Ev2,Blank#5_Seg1Ev2,Blank#6_Seg1Ev2,Blank#7_Seg1Ev2,Blank#8_Seg1Ev2,Blank#9_Seg1Ev2,Blank#10_Seg1Ev2,Blank#11_Seg1Ev2,cR8#1_Seg1Ev2,cR8m#1_Seg1Ev2,cR8w#1_Seg1Ev2,cR15#1_Seg1Ev2,cR15m#1_Seg1Ev2,cR15w#1_Seg1Ev2,cR26#1_Seg1Ev2,cR26m#1_Seg1Ev2,cR26w#1_Seg1Ev2,cR27#1_Seg1Ev2,cR27m#1_Seg1Ev2,cR27w#1_Seg1Ev2,cR36-2#1_Seg1Ev2,cR36-2m#1_Seg1Ev2,cR36-2w#1_Seg1Ev2,cR41m#1_Seg1Ev2,cR41w#1_Seg1Ev2,cR44#1_Seg1Ev2,cR44m#1_Seg1Ev2,cR44w#1_Seg1Ev2,cR59#1_Seg1Ev2,cR59m#1_Seg1Ev2,cR59w#1_Seg1Ev2,cR72#1_Seg1Ev2,cR72m#1_Seg1Ev2,cR72w#1_Seg1Ev2
1.04_267.0728m/z,267.0727962192,1,1.04,0,0,0,0,0,0,0,0,0,0,0,103953.011259992,44037.9907594054,93925.0729112148,114230.948000041,54743.568674308,43525.7393798854,26342.1163330076,7096.2122192385,4288.3484750165,0,0,370.499862671,5658.7570953377,3170.9454040529,8759.028869628,134052.852123826,176944.498857023,13701.4312184026,9462.3783874521,6958.844055176,6458.5784606931,3411.6228942868,7138.7218627931,12272.8422696921,14839.1440489429,21570.4290618898
10.17_293.2133m/z,293.2132735918,1,10.1733333333,0,0,0,0,2155.1462734359,0,1868.679420689,0,0,0,0,337551.423442557,186141.215943629,22593.3682250967,863479.806389326,970213.122267334,24056.2555389402,245417.383012457,141042.236236573,166497.89274077,33407.2765197754,72449.485701299,19027.8076782219,23348.641876221,24490.5596466065,0,25543.739940006,14292.3914794919,425613.495708841,284612.524238859,61140.5892639147,186974.236600986,70080.6411825657,38916.998596191,281668.192167954,223339.080220968,180569.247369815
8.97_220.1497m/z,220.1496654407,1,8.9733333333,1335.7794189453,643.361541748,0,0,0,0,0,0,0,0,0,14563.9301147465,12914.402053454,19151.7686413973,11294.8550109867,9732.6684268243,32272.469336795,10223.0496950701,16039.1623263085,12676.0182576052,11721.1766204833,30067.5821106579,11959.8224355439,12034.5690242048,15182.4104033929,34796.4411126172,760.1493835449,0,8667.2082519529,14234.3878173831,10351.2535662832,5496.5621060037,14317.6457894546,24937.6605064966,18967.5426330556,11345.4788513176,15545.3279331684
3.75_315.0741m/z,315.0741038749,1,3.7466666667,4127.1339135366,1924.9604690399,880.055694857,2915.7690366404,2079.0993542804,790.9595126608,1997.6947416725,705.7480885704,208.5974614822,142.4768997599,4381.7756952232,144285.926936927,38677.1728923755,86262.8764343261,1288718.64015782,820413.841325494,294307.605792636,86726.4030152114,73928.8824462915,115925.862717483,23798.7871551517,31738.5468635492,70635.2966624739,8807.8711833315,4730.529458018,8161.522796632,457493.484891632,261595.697463898,78339.0553435626,36697.6384582531,76156.746002196,269447.448140187,95225.4858398487,238051.327164249,206633.588879963,124234.869681099,190266.853639282
3.63_408.1523m/z,408.1522802913,1,3.6266666667,0,0,0,0,0,0,0,0,0,0,0,316701.666137698,148127.25704956,273210.123164572,14044.551809411,3567.9822387693,55169.5644836441,2575884.3259277,2589435.36178584,0,5830.2656860358,4093.5148315431,3949.4813842772,2880.4916992187,1155.7182006838,0,107859.256896975,196854.246497181,59105.9822692859,5951.2428283691,24096.9918823243,52840.1759033193,8666.2092590335,55356.0604553216,75188.1467285164,41966.4673156741,82256.7926337079
9.00_407.1686m/z,407.1686291568,1,9,0,0,0,0,0,0,0,0,0,0,0,6169.7485481563,1602.5118408204,3514.3280639645,4324.5372724996,2095.2508544921,13008.4748077385,1117.2437744138,2151.5590515138,2251.5123901363,1975.818359375,5634.198852539,3463.1685180665,6273.398010254,5882.8918457032,16622.9706420895,0,0,7058.1551513675,6644.0160072513,3100.804138184,3739.3767089838,3402.7571829396,13259.375579583,3373.4927368162,967.6917419433,3211.2776184079
0.99_165.0446m/z,165.0445936685,1,0.9866666667,0,0,0,0,0,0,0,0,0,0,0,30264.5513018335,7038.312530518,15501.6940472888,18456.3963891256,13077.9559271321,13336.9817342004,8507.6283863534,2080.1416015624,4073.4000174328,1411.5438651429,0,887.5721103971,2780.049850898,0,4129.4836671067,6705.9457189664,5739.7839036443,7488.4625304124,6682.168716431,9527.8844228478,2022.6304016112,0,344.3421173095,21204.0314293948,6530.3613891604,7963.2597672226
4.01_380.1570m/z,380.1569725733,1,4.0133333333,0,0,0,0,0,0,0,0,0,0,0,100825.585510111,21726.9107055667,146688.005615232,87168.0919189465,78738.5781355077,14932.4519653328,0,0,6980.7704467772,14958.0073242195,11031.8334655755,10142.051574707,16764.5279541014,73142.5107842568,154215.493660971,320438.250061041,299650.810526018,127262.993981553,31654.4268802503,102612.836521771,6692.7922210695,0,8265.922281608,613445.640423849,265869.739379872,371212.984452598
1.48_290.0896m/z,290.0896386017,1,1.48,0,545.6290439237,0,0,0,0,0,0,0,0,0,2833577.23224439,878143.269369415,1581671.48807829,1202616.88646242,698231.826467291,236920.865668308,13519.1168295498,1883.9892272951,7745.0347843865,244369.228927615,231152.173227925,255368.837717751,0,0,767.771270752,44963.8103688268,51595.0968463775,14185.7450561528,3190.4829254152,253711.634088661,57987.5904302196,14291.0442125418,35769.1546630884,298059.005840827,106441.493447723,1058135.47591719
4.76_305.0876m/z,305.0876170054,1,4.76,0,0,0,0,0,0,0,0,0,0,0,7808.9711088404,835.6009521483,6730.481536865,46381.7607116696,35042.2083129894,4959.4822998051,11579.1496734618,5833.7494506834,2252.947631836,0,0,0,14640.0518188477,5964.3051318392,8924.2206039425,63946.3291778599,172689.064819326,241807.177746009,96361.768859867,179690.562357008,45127.2350463875,14835.3016967775,34789.245422362,29636.6041510574,12427.1212615964,11989.3264465334
1.16_617.1623m/z,617.162305289,1,1.16,0,0,0,0,0,0,0,0,0,0,0,26785.3345730174,1877.8172607416,4484.4447496144,1799.9124755859,15747.8453795081,1891.3577306981,32489.4071352867,48579.0539978755,31671.4799508134,56405.6503690636,9879.7688598648,25836.3455555651,18850.4026716451,0,0,45539.8310788374,65312.8721637595,18608.1038818363,8598.4430721877,1377.2653808591,86024.9162944945,33375.4856710382,86856.9353763331,19564.7378456887,834.3198547361,0
0.81_288.9398m/z,288.9398474303,1,0.8133333333,0,1569.3828735352,0,0,0,0,0,0,0,0,0,1052.1810302735,857.8024597169,164235.749137391,10686.6695157694,12788.3627319318,28686.4215537407,4690.4580993649,0,19668.795898438,1032.6112670895,0,8246.0920094512,16072.9704589835,5865.1609432602,14734.7437825678,1873.3771972656,24849.1416168217,38268.221810882,27283.5248940158,23222.7077015516,4311.5899047851,1216.7690429688,378996.113364976,17193.5070800764,7573.7506650831,4240.0148925778
4.23_359.1026m/z,359.1025825345,1,4.2266666667,0,0,0,0,0,0,0,0,0,0,0,22965.595254209,0,11050.4499206539,27030.1660156233,28424.1411132777,12132.3849217631,586.3173221575,0,0,6662.1416625971,971.0400085447,1736.5238647462,25302.5269270176,18676.9636535645,29095.5766980077,143327.294386378,164781.454093518,7845.4766845699,2467.0826184865,3505.2921142577,123039.207529069,45923.4160766639,85567.5492837837,201298.372172072,88805.4400416018,65189.7572988491
4.25_203.0859m/z,203.0859295812,1,4.2533333333,0,0,0,0,0,0,0,0,0,0,0,3176.3931579588,1158.9127960206,4509.6484985349,12630.4840650087,12741.9290771481,5991.2810058595,31340.6127957521,21156.2326660156,50401.8518371571,909.029937744,0,0,54374.1471524338,68827.5385367474,86267.9009144237,2102.3377685545,3855.3883056644,1123.2528906716,0,737.6526578439,88363.1296381725,42379.1039123532,73402.9282520938,10974.9465821561,7122.134277344,2741.4159542837
2.52_282.0860m/z,282.0860200592,1,2.52,0,0,0,0,0,0,0,0,0,0,0,180823.348612998,100898.355817667,420846.948483251,1124.940246582,7787.6343078613,2776.6678466792,0,0,400122.761427061,2586.1827936631,23043.3572567717,30120.9786622839,3353.2896423341,15196.9257163146,482183.247664496,48826.0966796885,66290.3753932652,1039.266113281,2086.5041503909,50931.5274608772,13806.835174561,0,135963.617136941,10970.5655517566,4210.14352417,62469.3316284376
4.51_349.0626m/z,349.062567513,1,4.5066666667,0,0,0,0,0,0,0,0,0,0,0,10839.6434685588,524.8636932374,6727.9265732144,8587.6051375579,7812.1327514643,1164.8545532228,1394.0144323045,0,630.0029907227,3591.6362406647,5427.3137817386,1489.6188354492,610.3820800781,3986.2091262233,1788.4496742433,1123.4359532912,0,3003983.65014178,1491841.48101808,2464989.18416435,7615.5087710158,20123.9897460948,2699.8977050773,1215609.52653217,793163.056348517,1002121.75684671
1.03_533.1744m/z,533.1744248,1,1.0266666667,0,0,0,0,0,0,0,0,0,0,0,845472.562116279,528223.239113741,699495.622339417,308953.199407423,951876.237538789,337644.68500504,26667.1245422399,0,371.8962178949,57453.9724361358,29714.9581298798,44152.5121640173,6413.3916320801,39806.9866943339,68622.1164245472,0,9448.3731576177,1198.563537598,9512.8500976556,0,161140.213364537,62279.2075195219,107094.593404891,31571.9334106468,10749.1833496101,4185.9902343747
9.27_311.2240m/z,311.2239725402,1,9.2666666667,53565.1569111071,0,0,0,0,0,0,0,0,0,0,23781.2342765707,5312.3702545778,1883.2349548335,70614.9764535854,86225.8593707244,5917.1527679452,416276.128687296,382758.364631329,721875.086856951,4412.580710567,5224.4328918458,0,46795.5639961669,21461.462463379,33105.7513732913,10789.6947631846,26218.5740356433,115854.021550908,112185.091380002,92166.6206033249,8171.7601623536,0,6524.7948662887,38236.7424621587,16803.6068725584,29178.3607102646
4.87_431.1346m/z,431.134646535,1,4.8666666667,0,0,0,0,0,0,0,0,0,0,0,7016.2987060538,3221.9710998532,1340.9794311524,31517.9451298405,12972.1583115256,0,0,4019.3135986329,0,2145.8233642574,1098.9993896484,1353.774733854,891.3523864745,6063.8118896487,4458.5593968969,798497.692151796,984345.877212536,81725.3070118607,24214.1294860837,34466.2311401364,8207.8422851566,1021.7445678712,32969.5018310548,400149.52758813,118485.892639161,147776.185254871
0.88_294.9086m/z,294.9086354679,1,0.88,0,0,0,0,0,0,0,0,0,0,0,4636.9671020512,0,0,4083.8394710618,4490.4066772463,9562.2254268095,7086.3479003907,2659.9678344727,7274.2120056155,3322.0213623049,752.3988037107,0,3658.7018101839,2630.8958129884,3107.6791381836,4056.7390264088,8174.6557391595,6707.7738034843,3517.2967111588,12164.9529571537,4252.6711425779,2046.6753234865,0,3643.6263128734,3832.0821663811,1184.7955932615
0.84_304.9134m/z,304.9134160479,1,0.84,0,0,0,0,0,0,0,0,0,0,0,6203.6749267582,7255.2279663092,0,3612.7168884323,9297.2361171067,19651.7506381778,6062.0097961425,3401.799316406,7213.9975622706,3130.9191399076,2896.6564331049,0,7527.0975665082,5644.9154570066,7918.8730773921,7847.0190499662,0,25653.1762619087,16457.5046997072,24146.1776733394,5697.4204101572,6945.0943603512,0,4134.7139282221,4473.8553277415,923.9145202635
4.72_323.1346m/z,323.1345944235,1,4.72,0,0,0,0,0,0,0,0,0,0,0,3352.8484497071,0,3697.8345642083,40735.0166320814,30700.6783696277,26525.6450492045,0,0,0,8070.0106811525,5284.2016601559,7853.4075927728,14123.5916181602,7892.3200151403,12350.7033418007,9488.2074584952,23371.8757629389,49576.3984222415,12907.8733215325,31914.4798275173,32978.5598980615,12476.4632993953,55678.8845431493,41584.6246705282,14754.8297149587,3469.4456176759
8.99_609.3532m/z,609.3532272018,1,8.9866666667,0,0,0,0,0,0,0,0,0,0,0,10811.2726135238,12947.0895385726,15348.4633050989,9566.6046549124,7543.8978271497,60732.6013063645,2093.0677490226,17983.9120178212,4558.2894592287,0,43809.0733161149,11168.5899963375,4865.6947021481,20054.5685812335,50301.9276784799,0,0,4094.8465576176,15593.1203613292,9417.3049011223,892.9558715823,14023.9237968637,21717.876342774,13705.0823059082,11574.9780273438,7486.7200597065
0.83_418.9339m/z,418.93394312,1,0.8266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,21898.1685735794,7138.5317382821,5541.0390625003,21782.6122055178,1595.7414245604,0,16501.5904541005,3241.5195312506,1482.3640136721,22907.9182128883,5534.3496093742,4174.5808715819,46481.1273193354,4161.6065673829,14464.7964477541,25408.214477539,16741.8941040047,7042.7347412121,2747.1925659179,1405.3157958987,86919.9963370305,5232.599182129,1660.7987670896,4336.5729980475
0.85_402.9210m/z,402.9210240501,1,0.8533333333,0,0,0,0,0,0,0,0,0,549.4548339844,0,4811.8327026367,3154.6237792973,0,27020.6262817375,19537.96985751,28089.7003880672,4689.5968017575,0,39377.6900671367,5065.9068603516,2200.4173889163,0,31545.9185722985,4189.0880737305,29342.5897413373,13226.6650390634,14404.1298644923,46012.3154168507,28963.5550941732,1377.9696655274,9275.2147216804,3594.4098323808,855.9177246094,29348.6908238489,18035.5899658209,2079.0669555663
10.93_293.2127m/z,293.2127033459,1,10.9333333333,0,0,0,0,0,3880.0351562501,0,0,0,29067.0952781153,0,180526.596665476,214390.802434686,12112.5991821302,97009.4003028256,430645.813112302,0,159666.309426964,138613.828757359,36407.2512944175,0,33233.7508257214,10624.187255859,297838.922771632,392336.951095721,435169.433686086,40312.3427467145,24686.3564147972,314274.585471486,224896.601216301,100472.018674372,153659.245427586,70214.6662166072,43732.3118896497,536250.154223284,683202.238458576,41046.003014031
1.01_357.1057m/z,357.1057175905,1,1.0133333333,0,0,0,0,0,0,0,0,0,0,0,47405.1771560538,30681.0144560613,70372.3559586984,79137.421754267,65673.1861720716,92874.8422751715,9297.9168090818,6259.1594848634,11866.2619276754,0,0,3845.6169368099,165673.627587266,44154.2546729209,92330.1834515011,6199.6864743383,15880.7880176161,1064.9556884766,8701.289367676,16523.9585561154,0,0,628.1640014648,7666.8860168462,13814.389655892,28477.1039687963
3.56_295.1014m/z,295.1013693882,1,3.56,0,0,0,0,0,0,0,0,0,0,0,26700.5611572245,0,24225.2963562013,192358.442153625,152307.312079019,64807.8450317344,0,0,0,6404.0164794929,1644.7363586426,7673.7744750971,8232.9222564701,6443.979330417,12231.2353515624,5115.1627960204,11925.9987487793,150625.774365451,38153.9393689677,149836.310951491,67920.0036122933,18765.3244018553,106053.236322401,100757.443788612,49288.6028137194,21428.4873657242
1.41_173.0171m/z,173.0171110549,1,1.4133333333,0,0,0,0,0,0,0,0,0,0,0,24912.9632402422,3726.0594787597,24333.8472350154,68986.1716074273,56545.1146267721,60439.5157452314,8845.0014253241,0,35129.1068725592,469.7545013427,0,1909.7363891603,4064.3951416013,0,46043.1751750925,661.4912719727,9593.7195648882,3988.6396484375,0,21598.5155422191,15415.8341979974,5547.138824463,23363.7153722201,19569.6342703274,11930.7877807617,55598.262387987
1.05_683.2316m/z,683.2316163357,1,1.0533333333,0,0,0,0,0,0,0,0,0,0,0,316478.187953366,999242.152994145,740707.092387566,0,17054.8028869637,0,338965.177290575,240589.091170127,205073.334744568,6843.4294433576,3359.5508422848,11034.5838441015,0,306660.159578135,78457.0923521968,693566.4683488,562319.539635941,7438.1542968752,4186.0905151365,0,79035.7187553106,42780.2568969721,52008.5635164655,49146.5459594731,60365.3153534655,30134.9731445329
5.35_371.1002m/z,371.1001753098,1,5.3466666667,0,0,0,0,0,0,0,0,0,0,0,20435.7300109874,9929.3065185544,19004.5767013468,246162.072916048,210092.742867167,158457.065956204,1640.9993896482,0,346.1442565918,0,733.6850891115,0,67219.3134959359,30096.3186962075,45884.7365112316,13617.231477624,80685.164367679,49903.3271623285,35462.3621215825,40002.3280887458,43506.8451427316,14335.3543577341,0,295309.995821817,176029.597445193,189112.144371594
5.12_467.1619m/z,467.1619229707,1,5.12,0,0,0,0,0,0,0,0,0,0,0,1478.4867248536,0,1236.2952880858,13636.3004150396,14869.3724365235,2913.4835815424,0,0,0,15773.9288488528,25868.8388977059,45390.9872978971,23829.5227766793,20717.8389282202,25211.0559298485,141134.985024768,209700.78642453,2217120.62474652,929887.088378912,1892855.94237648,42712.1881713859,19438.304978737,56532.2467743962,82424.634353015,28046.0090598162,40938.8305073098
1.21_665.2203m/z,665.220287893,1,1.2133333333,0,0,0,0,0,0,0,0,0,0,0,46441.2497558581,3068.2241359868,23474.1639435026,54143.1739619711,17771.62060547,47963.4767456044,10291.4826354978,3123.3995971678,15150.4678344739,376424.91752574,946121.601800286,957025.189924372,45533.7497100804,1395105.21243394,924780.871870021,50192.267898631,93612.3457183857,1928.0631103521,0,0,448088.735311573,623053.981151131,636824.998489677,17150.387267178,0,0
5.40_394.8922m/z,394.8921821726,1,5.4,62410.1364733363,41348.1995849618,10146.0131225587,36510.3724975579,20366.2262307265,12234.1385954764,19287.8711359304,18295.2806091302,7116.8029174807,3740.0608367922,4214.8116455077,474.7125701905,6310.5808539243,612.7197570801,0,0,0,24997.8848561781,9333.6572265623,5100.5623779295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.15_353.0900m/z,353.0900409228,1,4.1466666667,0,0,0,0,0,0,0,0,0,0,0,553081.647835296,119913.944610593,449577.502698879,6485390.70627218,5597418.3169788,3288681.58239235,4408.8739624023,0,3613.7968524851,258948.454711913,214513.486083982,249229.478434729,501052.701276902,462845.809334574,396556.167388908,2203.2617453266,5100.7547771265,0,0,0,285990.68997191,77374.29953003,9141.3451843261,28394.6646791547,47743.5546264676,40343.0446777346
4.24_349.0607m/z,349.0606828651,1,4.24,0,0,0,0,0,0,0,0,0,0,0,500.0339171085,0,356.1951475348,18174.9995088867,3368.1121215819,3404.1788714277,12895.0271750505,6474.0533328742,12513.5383582263,71063.370239255,48482.647583004,40287.0764072837,5715.0938526734,9605.2430165173,8287.7046682278,0,603.6849365235,0,5806.5175170901,31197.237030027,713138.337777942,228256.407112538,518881.662915291,2909.1901785058,26373.5939351231,88344.5712316397
4.23_433.0519m/z,433.051932218,1,4.2266666667,0,0,0,0,0,0,0,0,0,0,0,15333.7052612292,0,19090.6612091065,16719.8815307626,7272.1986694341,0,597.7043151856,812.3613586425,0,2091537.01696339,1526730.0092976,3424589.10929529,20569.9940795895,52255.7673950198,67474.5606689478,116491.382873866,98540.9306898278,7008.9491179196,0,1087.543762207,34220.9082489011,4926.6334351979,166416.523001683,41223.2298355067,32908.6181030271,165915.774567128
4.68_353.0896m/z,353.0896189832,1,4.68,0,0,0,0,0,0,0,0,0,0,0,3799967.16165525,2620622.85945872,3326908.56597187,1114086.93462887,911561.015053543,419354.209700112,0,0,1651.7202652926,1704247.75580028,1432842.39120523,1351251.35278356,1355833.2658358,1467059.57765634,1085156.14739737,0,2684.9369049075,2479.7657907471,26283.570190427,663.6831665038,2600325.3045957,1580982.44379032,176624.861298991,630230.195400602,1285744.03934655,468671.581108345
5.51_411.1332m/z,411.1331598808,1,5.5066666667,0,11.757154641,0,0,0,0,0,0,0,0,0,71001.9854125957,6503.0141601565,135227.22146607,0,0,0,860.4284588731,17498.6073586501,0,6327.9434863823,34462.4798720073,44233.2584617717,61994.3734094366,54208.8049225572,27455.9978907067,2551.3807114862,14552.4367065427,2778946.58113158,1135050.64846002,2557475.12428129,345090.887654335,117616.198634695,241547.189559361,2912881.05180205,1557892.72685578,1703581.45505015
9.01_429.1508m/z,429.1508190239,1,9.0133333333,0,0,0,0,0,0,0,0,0,0,0,1063.0361993103,1410.4086303711,5020.2208251956,685.3586293568,396.0452270507,11360.8217895311,3077.8082275393,2820.0195432769,4246.5291536092,2232.5553273232,8060.6222208869,1825.5758715474,1413.5581970217,10823.1770491722,11436.4288992627,0,0,1460.7874298097,4076.8780678973,2164.828704834,0,492.3343960765,4563.854644776,4545.7249145513,4826.6627807624,0
1.01_537.1713m/z,537.1712996317,1,1.0133333333,0,0,0,0,0,0,0,0,0,0,0,29227.5065612804,28956.7582287134,55474.1079593741,5852.8567199715,54235.9701938591,19529.928352135,92554.1755322694,37077.0130672111,11157.3499755867,0,0,0,8304.1112976088,2563.2635498047,4094.1998596192,7438.3353837086,66850.868433725,0,2410.0053710932,0,4626.9703369138,3222.5727539059,4575.0106811518,10085.1905302355,5476.516352112,47751.4676289321
8.97_361.1624m/z,361.1623815113,1,8.9733333333,2418.6529846194,2599.4779968262,0,0,0,0,0,0,0,0,0,13496.6940042671,21370.9695739736,25907.9726562495,8794.636656566,10491.0295802132,33135.6576355472,14168.4116968089,23992.3355402949,17543.5614213702,13063.5950317384,29961.6470800723,19399.2316332601,12436.4789871681,24619.876946887,27029.1921997072,0,0,14779.5721540583,40821.5814234818,17204.3140258793,9032.0923156744,15524.2952041132,28421.5938727948,18100.0145265613,16709.0762460906,21350.6282875972
4.91_401.1535m/z,401.1534854805,1,4.9066666667,0,0,0,0,0,0,0,0,0,0,0,26609.2564855713,19166.478271485,23203.9742736825,39759.5147094721,28839.129704363,20328.4893798822,0,0,0,39926.0018615705,29195.4263610838,26269.7973022462,406696.595242545,402831.085610596,432029.616177232,0,2032.9960880305,239242.828613279,37835.945709229,31841.3778076176,42627.4724082904,0,14500.7654735934,626306.308837448,229234.842224117,195638.016606202
15.95_621.4452m/z,621.4451904466,1,15.9466666667,0,0,0,0,0,0,0,0,0,0,0,388080.563840905,38038.5234369343,4585.4162902829,216545.123003986,41411.0200168456,0,171944.594214653,18980.8489990241,1286.6940917971,3029.0275878909,0,0,420531.329468325,31748.4811592122,20544.4049682614,59267.3522844686,2270.4480590818,209565.379398548,31603.7033258585,0,152325.132054692,24249.7875629267,33557.6535891867,167656.235155046,25516.7654418949,0
1.01_473.1643m/z,473.1642693876,1,1.0133333333,0,0,0,0,0,0,0,0,0,0,0,21722.5400390622,44900.0304823437,38675.2329097526,0,1665.9169311526,0,21601.6321923275,18222.5533752425,968.1307373046,19522.5247802726,12149.2839510353,27339.5552666424,13712.6994867458,163659.657531729,70674.7812054458,644323.025065875,419138.413477673,0,1637.7550964357,0,168286.698870985,252309.767234141,295607.371516416,21116.787231446,21995.2413614443,0
1.08_429.1258m/z,429.1258111844,1,1.08,0,0,0,0,0,0,0,0,0,0,0,2594.2931518554,5301.8578796391,48750.4500440391,3997.6838378907,3190.2901306151,7948.1351470946,1225.5744628908,0,1008.1208801269,0,856.2877197265,1704.8832967249,14969.5011291518,1227.4387817383,13946.9394939949,4006.6724548337,379263.633899026,0,0,5542.2470397947,6344.1234130864,2614.9475097658,28614.8093566913,0,638.5984191894,765216.201780343
4.69_451.0784m/z,451.0783618136,1,4.6933333333,0,0,0,0,0,0,0,0,0,0,0,57845.3799665905,49856.3614501966,56236.8863220214,141212.952879664,155269.761051901,76240.1523445572,0,0,0,48271.43182373,39729.5134582516,59003.3127441385,20707.0610051298,34903.4815307037,12955.4768806988,11889.3964631151,24415.3414076078,6113.5788092474,0,0,85120.6447987007,38720.5374973571,0,26526.8500567977,41661.1709433846,41105.187754791
0.87_278.9177m/z,278.9177022761,1,0.8666666667,0,0,0,0,0,0,0,0,0,0,0,2095.000732422,0,1008.1754034912,1925.5316772459,2362.1640930177,3836.8668212895,0,0,774.8909606934,2376.60736084,7490.5805567912,4406.9463941541,753.4328002929,0,730.3046569827,3292.1925354002,4564.7093489648,3351.7683715815,740.4675903319,4866.1667013301,4471.6269226074,5979.7384949011,0,1455.4894409179,1072.7749938966,0
0.97_217.0382m/z,217.0381595119,1,0.9733333333,0,0,0,0,0,0,0,0,0,0,0,15639.7544210897,0,0,76123.5300544155,45427.1433392847,24636.5089692553,5641.1846923827,0,0,45259.9005400805,34005.4633262215,30258.8740305825,5729.7704467771,0,1892.1418151856,1714.8766238232,3557.6978454592,25571.3655081582,13491.7277221863,0,32774.990274326,15727.0742797851,27088.7206739087,111980.032309129,55283.3274076604,39800.4593032731
1.64_357.0578m/z,357.0578083103,1,1.64,0,0,0,0,0,0,0,0,0,0,0,1474.9224243165,33119.3116912045,5327.9981842041,0,1175.8045043947,1380.7301635741,0,27759.1242031577,24846.6387333781,6079.6896362307,28480.6778730026,34977.704138568,0,20901.4893128562,35552.3154855553,52088.2519506046,25397.0886052339,12225.671386719,9859.8992309576,3464.7534179694,1928.5570678706,11469.5951381929,85297.3041068454,0,0,0
10.65_363.2169m/z,363.2169170328,1,10.6533333333,0,0,0,0,0,0,0,0,0,0,0,19359.3954414767,33870.0114605647,0,9012.140714959,10544.5997314457,0,2370.3718872068,1293.6923828127,1232.5129394531,0,5069.0134582517,637.6353149412,23127.6813719687,41816.7928467239,4773.0106811525,0,1092.8054199219,32984.9052370003,31740.4858294011,0,15687.4209506328,12498.685333252,7696.8002319329,32709.282676269,25240.0143121026,16517.4255898249
8.97_393.1025m/z,393.1024574663,1,8.9733333333,1203.9097900393,0,0,0,0,0,0,0,0,0,0,14249.2168333661,0,9968.7125137889,4161.9362182615,792.6623229979,5702.0466308595,11138.3505249012,4795.9060668948,15552.6848125059,12458.5210876478,10383.8400796908,10813.5493238486,8925.9629057324,7829.514648438,14271.0542422373,0,0,8092.8271231068,4094.6358369334,8209.3673095696,3511.3456943219,3322.3976417235,13332.5637043406,16708.5964374108,3201.3802185061,0
0.84_476.9270m/z,476.9269702176,1,0.84,2151.0605468751,0,0,0,0,0,0,0,0,0,0,29588.9926163566,12798.3307718071,0,19711.9752647763,10438.9650006742,1346.8763427731,43075.2107078961,10557.3386991107,12085.7360385289,29346.7134112532,9418.0067515009,0,27026.9276838426,12287.4461980017,10025.6818148296,14712.0260363688,3324.4699707033,8001.0418940919,6729.5093994143,0,16329.2476185012,12816.2001495362,0,15001.9524576484,10915.121154785,0
1.29_111.0143m/z,111.0142855546,1,1.2933333333,0,0,0,0,0,0,0,0,0,0,0,15988.9502009881,0,17160.3253319229,5654.5623321533,12650.3889465335,18263.6292585329,7608.8214416504,0,2558.6269531249,2626.6051940917,0,4250.012145996,625.0928039551,0,6202.860278447,0,7885.2499514113,583.2194519043,0,5921.5839843752,45279.8536045343,12834.250695491,48826.3699620862,9292.0550842284,312.216720581,13019.3386258698
1.00_541.1446m/z,541.144614009,1,1,0,0,0,0,0,0,0,0,0,0,0,206357.144919914,101187.211639278,179224.969189268,931.6649780275,4934.4462890618,0,15947.4750976544,0,0,31693.9604797391,16371.9260559109,3068.6484374997,41312.0239257824,0,0,0,1914.1847229,76634.4356689479,54962.9044605529,1135.5878295892,53031.7826843272,23029.4174804673,61610.2554576008,413860.426356393,211630.322359518,15608.5999145493
1.03_515.2214m/z,515.2214464951,1,1.0266666667,1.7627426351,0,0,0,0,0,0,0,0,0,0,40187.9678828384,51080.1782411721,52794.08497641,14062.0593623957,25587.9993205269,12968.3414619909,0,0,1189.5214136573,11761.6470947272,2467.0957031253,8823.0215454113,1419.8629150391,106819.671150959,89241.2695427405,55644.4929275776,49468.6292631019,0,0,2315.6109313966,75409.9595797646,48559.1013022332,96736.4347601475,0,724.0236511229,0
0.89_333.0603m/z,333.0602895634,1,0.8933333333,0,0,0,0,0,0,0,0,0,0,0,44587.9851074225,46803.9324504457,35017.0477201327,15411.2664377176,13551.1291739348,27351.1091861228,0,77447.2337100907,8479.4392286718,1754.8503139403,1161.6151733399,2702.1532592773,0,34940.9702666351,14637.563232422,0,259.1826914944,0,0,5346.9593811037,18276.1374737293,3471.2736846528,3244.5381011962,599.5464317894,310.2932748845,0
