,,,,,,,,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),Blank#1_Seg1Ev1,Blank#2_Seg1Ev1,Blank#3_Seg1Ev1,Blank#4_Seg1Ev1,Blank#5_Seg1Ev1,Blank#6_Seg1Ev1,Blank#7_Seg1Ev1,Blank#8_Seg1Ev1,Blank#9_Seg1Ev1,Blank#10_Seg1Ev1,Blank#11_Seg1Ev1,cR8#1_Seg1Ev1,cR8m#1_Seg1Ev1,cR8w#1_Seg1Ev1,cR15#1_Seg1Ev1,cR15m#1_Seg1Ev1,cR15w#1_Seg1Ev1,cR26#1_Seg1Ev1,cR26m#1_Seg1Ev1,cR26w#1_Seg1Ev1,cR27#1_Seg1Ev1,cR27m#1_Seg1Ev1,cR27w#1_Seg1Ev1,cR36-2#1_Seg1Ev1,cR36-2m#1_Seg1Ev1,cR36-2w#1_Seg1Ev1,cR41m#1_Seg1Ev1,cR41w#1_Seg1Ev1,cR44#1_Seg1Ev1,cR44m#1_Seg1Ev1,cR44w#1_Seg1Ev1,cR59#1_Seg1Ev1,cR59m#1_Seg1Ev1,cR59w#1_Seg1Ev1,cR72#1_Seg1Ev1,cR72m#1_Seg1Ev1,cR72w#1_Seg1Ev1
9.69_325.1420m/z,325.1420478,1,9.693333333,0,0,0,0,0,0,0,0,0,0,0,17017.06258,1038.496552,0,4521.07319,3273.041366,0,0,0,0,0,0,0,0,7944.750793,0,1055945.664,99726.96175,0,0,0,1430.966431,0,0,5698.204529,0,0
13.73_633.1534m/z,633.1534322,1,13.73333333,9255.215881,0,28169.85512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.43_294.2039m/z,294.2038842,1,7.426666667,0,0,0,0,0,0,0,0,0,0,0,2664.819305,0,0,1772.132506,1295.885378,0,0,0,0,0,0,0,0,0,0,6021.052005,4587.824036,492.75,0,0,1042338.108,102269.9504,204777.8245,0,0,0
9.44_319.0952m/z,319.0951977,1,9.44,0,0,0,0,0,0,0,0,0,0,0,317.4728546,0,0,7516.611941,5583.21385,0,0,0,0,1249.702759,0,0,0,0,0,163442.424,3433.173187,883.6760804,0,0,6039.754569,691.1087952,0,0,0,0
12.95_339.2887m/z,339.2887211,1,12.94666667,648.349884,0,0,0,0,0,0,0,0,0,0,58221.39954,0,0,3815.44161,7159.647036,0,96402.12415,59909.86285,0,0,0,0,417145.2718,429497.5094,8465.136058,4719.530731,0,41897.72469,0,0,744.1687012,0,0,29660.05416,0,0
1.88_351.1746m/z,351.1745855,1,1.88,0,0,0,0,0,0,0,0,0,0,0,2962.95542,0,11119.61098,447.7697317,0,0,0,0,0,31762.74489,142287.2499,238074.5762,0,0,0,0,1140.498929,908.7879944,0,0,0,0,442.7265442,0,0,990.8626251
3.60_448.1254m/z,448.1254031,1,3.6,0,0,0,0,0,0,0,0,0,0,0,1626.083466,573.2167358,1031.007096,0,0,0,269717.5083,225223.198,0,0,0,0,0,1192.326172,0,0,498.6211395,0,0,0,0,0,0,9747.071711,16604.86493,2431.150565
12.93_265.2495m/z,265.2495199,1,12.93333333,0,0,0,0,0,0,0,0,0,0,0,19285.69051,0,0,0,1592.294586,0,41108.62043,24744.56844,0,0,0,0,162282.543,200386.4736,1310.293915,443.6518402,0,488.1338501,0,0,0,0,0,381.4013519,0,0
5.60_240.1550m/z,240.1549574,1,5.6,0,0,0,0,0,0,0,0,0,0,0,189035.0424,72055.68755,120335.9038,700.9020081,903.1951904,0,0,0,0,0,0,0,0,0,0,442.8181305,0,634.1129837,0,847.5804825,1364.407288,0,0,6291.1026,0,0
12.93_379.2810m/z,379.2810099,1,12.93333333,0,0,1707.635742,0,0,0,0,0,1091.750122,0,0,24224.56374,1299.214355,957.0026855,0,3790.52417,0,233479.5247,262754.7113,0,0,0,585.2263031,775409.37,1110264.825,59388.7428,12527.34193,0,2631.193726,0,0,1400.80127,0,0,1553.602356,0,0
6.47_193.1577m/z,193.1577115,1,6.466666667,0,0,0,0,0,0,0,0,0,0,0,0,292.1348827,0,115484.4809,99869.01742,31016.43293,0,0,0,0,0,0,0,0,0,0,0,0,0,733.2454371,385.4459126,0,0,2105.266571,469.3475342,1800.328571
10.45_407.1869m/z,407.1868514,1,10.45333333,0,0,0,0,0,0,0,0,0,0,0,10940.0474,1216.055054,0,1766.084305,2839.197066,0,1033.722321,0,0,0,0,0,551.4420166,886.4170532,0,406380.7507,0,0,0,0,2652.780902,0,0,0,0,0
19.05_397.3740m/z,397.3740252,1,19.05333333,0,0,0,0,0,49363.84276,0,0,0,0,0,6921.872033,0,0,31498.59774,315.0352213,0,1985.833496,0,30685.19052,444.8442993,0,0,2749.903442,0,0,9686.864029,32701.88626,46230.09212,0,0,28185.97679,0,412.5879211,7965.662537,0,0
16.64_617.5218m/z,617.5218439,1,16.64,0,0,0,0,0,0,0,448.8330078,0,0,0,7314.064802,0,0,1834.589325,1000.094849,0,49071.00048,0,1548.103119,0,0,0,197807.959,20367.06854,141411.7748,0,0,577.8378296,0,0,78180.30574,5480.824916,0,34374.60574,0,0
13.72_445.1243m/z,445.1243223,1,13.72,43410.06498,3842.647705,116175.7632,1206.692505,0,0,0,378.1313934,0,0,0,0,961.2446594,0,1.531467053,0,0,0,0,0,0,0,532.6434326,0,0,845.0463257,0,0,30.07050794,0,961.814209,0,0,0,0,0,0
9.04_323.1227m/z,323.1227052,1,9.04,0,0,416.1891327,0,0,0,0,0,0,0,0,7812.837736,0,0,5213.62835,4991.759765,0,0,0,0,0,0,0,307763.8108,155069.2797,0,90031.21115,3296.221893,0,0,0,8531.170335,4506.171939,0,2771.624873,604.8500461,0
1.59_363.0738m/z,363.0737537,1,1.586666667,0,0,0,0,0,0,0,0,0,0,0,0,282.0913391,356.2277222,0,0,0,0,0,0,0,44943.30357,139285.2413,0,0,664.6559448,0,854.6807413,0,0,0,1586.428078,59898.51035,212314.7914,0,0,847.3877258
12.16_297.0878m/z,297.0877898,1,12.16,7986.317993,536.5488892,30863.20628,0,105.8758017,116.3194419,693.2878079,443.1664546,1354.89241,3030.177146,358.977651,70.00436389,226.9477799,1572.178361,621.4309992,0,371.7397568,0,1383.392082,0,0,494.5490508,65.09255828,0,478.0860609,649.0718996,0,33.2945385,92.69659148,381.2037144,599.4756687,0,592.7525354,271.2658376,121.9069952,318.1482164,0
11.56_454.3753m/z,454.3752577,1,11.56,69450.2403,50673.25997,53383.28355,60716.07591,56667.98005,59196.74777,62050.3439,62497.35129,59957.27863,55637.36928,66226.40873,14820.55172,46780.08994,63511.46184,12884.43971,21064.08855,56924.39897,35266.77726,57724.62553,61692.92847,53643.56033,53512.94879,58230.71577,14128.73944,39087.00803,56591.6344,43876.79132,87149.05998,37579.27388,55391.05541,55287.2086,36245.90992,47137.76636,62774.94488,20318.52444,44666.14739,60199.77192
1.69_180.0989m/z,180.0989045,1,1.693333333,0,0,0,0,0,0,808.9779348,0,0,570.8542078,0,182261.5221,165336.0405,270423.7805,3010.617462,0,0,0,0,563.1454468,300.1067352,0,3840.562157,0,0,0,0,231.6914063,919.5958781,0,0,1732.374954,517.0521545,15768.62733,1391.508591,0,306.6669312
9.57_367.1403m/z,367.1402726,1,9.573333333,0,0,5586.525799,0,0,0,0,0,0,0,0,57733.24996,0,0,12284.11994,9950.958019,0,0,0,2850.613739,10535.37332,0,0,1949.328186,0,0,1147910.156,87428.97076,3226.813557,755.2294922,0,2216.91712,0,0,1787.097076,0,0
6.51_181.0852m/z,181.0851717,1,6.506666667,0,0,0,0,0,0,0,0,0,0,0,112984.6163,104770.5237,140645.0711,404.2855377,295.6116791,0,0,0,0,0,907.0393829,413.6604462,626.5830688,0,0,0,0,0,0,0,1049.19998,0,0,307.0613403,0,0
9.15_439.3521m/z,439.352066,1,9.146666667,0,0,0,0,0,0,0,0,0,0,0,11048.38214,0,0,6055.567841,6880.85466,0,0,0,0,0,0,0,16.8090703,0,0,152311.8646,423398.7427,446.85916,0,0,4385.361755,2644.313588,0,0,0,0
11.16_363.2280m/z,363.2280332,1,11.16,17871.42643,2542.47998,55461.4722,2757.737976,2106.4664,3472.241577,903.7312622,1100.000366,0,1970.746948,0,13574.69914,41862.73421,4776.181427,8858.473236,3480.092621,2183.786499,1621.082634,1369.089233,1742.402924,2026.019577,3819.997864,5633.829376,13973.34132,4508.705811,2125.445862,621.6730842,3257.831207,63435.72612,2656.363159,3543.667755,4598.358505,4299.338074,1838.55835,14692.07089,2575.186111,1879.703674
4.32_199.0913m/z,199.0913105,1,4.32,0,0,0,0,0,0,0,0,0,0,276.4212779,53342.73477,35791.72152,57365.96614,3906.483638,189.528923,0,0,0,0,0,0,180.2171326,0,0,0,10418.23489,7304.145993,0,0,0,0,0,0,393.4313965,2652.053436,9839.337785
6.67_563.1812m/z,563.1811608,1,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1059.854316,842.2086783,492.7275543,0,0,0,0,0,0,0,0,0,0,0,429931.1442,504924.404,0,5817.465726,0,0,0,0,436.322052,741.2559509,11044.12596
12.93_357.2995m/z,357.2994607,1,12.93333333,2.179289033,0,1201.719276,0,0,0,0,0,0,0,0,44960.27396,0,0,6677.617981,11119.51065,0,83657.76276,53921.63704,0,26.6373151,0,0,308029.182,386966.5008,2708.089417,3198.894714,0,2843.535889,0,0,589.004303,0,0,3504.859985,0,0
4.99_113.9685m/z,113.9685292,1,4.986666667,0,1733.512549,0,432.5015869,2427.840561,4981.458191,3034.282603,1176.074493,1359.767929,601.327301,1141.659014,0,0,0,266.287384,0,1045.877731,0,396.3088684,422.5308298,0,0,285.7901291,897.0528488,0,0,0,753.2813721,275.1665955,363.658432,1494.677794,1749.970253,489.427887,249.7042923,0,353.8917999,0
11.63_283.2223m/z,283.2222598,1,11.62666667,189881.9766,156500.7721,278736.7696,178598.9267,201130.923,187135.3883,276798.8621,332113.6382,373373.3271,380996.9683,420371.8899,63065.44292,243741.9414,284983.6619,17508.04721,91538.90933,312472.6187,107677.0672,237487.9517,220320.6876,140388.5447,251764.1751,244156.3431,70995.45304,159716.3126,259360.1196,142952.4483,205777.1975,108435.0392,273654.0515,267540.5081,102719.5881,205756.9101,272944.9421,88715.18899,249336.1386,292888.1778
6.77_153.0185m/z,153.0184755,1,6.773333333,0,0,0,0,0,0,0,0,0,0,0,1590.756917,0,2615.653924,203.8393421,1076.935861,0,0,0,0,0,0,0,205043.7509,209497.541,22664.69546,0,0,0,0,361.5637173,0,0,0,299.2191126,0,68.77670676
14.64_437.3455m/z,437.3455447,1,14.64,1534.674774,1756.732605,19088.12423,1776.400482,4560.787025,0,5364.253234,7822.416769,3337.323837,8096.660528,4520.755325,16639.72767,7855.883446,7854.386377,5725.805603,17969.06427,8707.552765,662.3854675,11303.98955,1954.819122,8648.525566,8031.149402,6511.977217,7916.621353,4820.220108,5599.087524,3228.247498,5036.351685,3842.084305,8207.759049,5537.89035,670118.3783,356802.0195,33878.09299,1546.876709,3312.853833,7968.949327
6.92_556.2228m/z,556.2227743,1,6.92,0,0,0,0,0,0,0,0,0,0,0,1644.154572,708.834701,557.7417603,0,0,0,0,0,0,0,0,0,2210.480356,5067.51665,0,1980921.842,1880018.712,0,0,0,0,0,2472.133789,1760.322254,0,0
11.60_305.2660m/z,305.266037,1,11.6,106408.1144,56975.78625,178685.6101,64791.77154,66108.11776,69368.41158,79573.39135,83523.22011,85858.21744,97980.93798,91710.08681,44822.1342,88063.45754,79720.35173,40953.87368,53024.51933,71738.44176,54406.10677,77368.0694,71700.78877,58468.76103,78656.37683,73877.90883,39771.371,68729.62227,69373.87499,67615.83872,67021.83402,87630.79012,91345.92141,78919.87144,61165.94286,83620.76816,76950.10389,47988.2911,90815.39598,72748.83581
19.27_374.8834m/z,374.8834322,1,19.26666667,703.6918335,2618.417175,0,375.7802429,3191.1604,3333.205261,3737.545654,4999.144897,3804.182343,4121.831177,3741.677673,3470.197526,3863.183959,7071.603577,3685.304063,1548.633397,6492.265887,2638.173401,1641.180603,4493.301224,2562.878299,4932.736203,4315.567398,3397.508511,6130.075778,4576.752194,1065.552429,2313.265259,3108.059494,6852.247164,2794.056176,2928.034073,6019.33188,4861.107239,2091.440345,3059.036011,4670.629256
12.55_439.3586m/z,439.3585973,1,12.54666667,62240.55322,1904.805756,97588.88268,1515.707672,0,976.6100389,717.1771851,2236.934204,0,0,2264.719449,118501.6991,60840.23313,1016.311836,34051.31465,67281.04678,788.608429,639.9654236,7772.669861,0,15558.78086,33259.98587,1802.769104,5687.858521,10424.52864,4870.893916,854087.1145,4500.05719,84302.79501,35795.57469,2106.928986,3013.246155,1140.759827,0,430882.155,313380.3022,8638.833224
1.09_266.6053m/z,266.6052929,1,1.093333333,0,0,0,0,0,0,0,0,0,0,0,14585.00835,4418.872913,13887.11293,9148.589691,5005.276832,8682.913513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6129.11633,5640.343466,10602.03798
11.07_149.0245m/z,149.0244623,1,11.06666667,67787.54403,37807.16982,88835.07019,33468.49169,38044.51067,31710.57754,35892.22805,33987.00053,34239.59323,32873.11484,34091.32115,37484.65315,35878.36392,37293.00391,12616.30565,17536.8893,34858.32791,29181.57531,29980.93566,33468.40898,33871.55757,32494.04575,33679.40885,27700.5708,34748.01003,33146.22097,23452.19416,29264.95854,31101.91892,33507.01879,34990.16827,29919.43969,35466.33629,35161.99967,30442.97186,32519.89162,31831.37596
9.44_355.1461m/z,355.1461104,1,9.44,0,0,3789.230682,0,0,0,0,0,0,0,0,1652.255175,0,0,4639.052235,1899.145416,0,0,0,0,3255.239502,0,0,4102.115448,0,0,2476607.958,172653.9136,2372.527954,3828.937042,0,1477.148956,386.719162,0,0,1074.59668,0
4.16_412.1902m/z,412.1902349,1,4.16,0,0,0,0,0,0,0,0,0,0,0,8222.196116,6040.851036,14741.4023,0,0,0,0,0,0,0,0,2485.850172,0,6244.253693,0,3237.625628,25419.6636,0,0,0,0,0,0,0,5674.263495,0
9.71_319.1914m/z,319.1913592,1,9.706666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7295.563651,6990.157986,0,0,0,0,0,0,0,0,0,0,1030.057069,0,5311.742737,9362.358229,0,1681.287674,0,0,5250.879059,5022.474335,6195.093719
15.72_716.5726m/z,716.5726277,1,15.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23796.04342,0,86308.47948,44101.27187,12274.16983,0,0,17504.72231,0,0,176024.9486,66603.9305,41617.82603,37968.67794,0,0
12.23_243.2070m/z,243.2069895,1,12.22666667,0,0,0,0,0,0,0,0,0,0,0,19030.95544,0,0,30001.68535,0,0,13278.34576,4660.362808,0,0,0,0,11851.35968,0,0,0,0,51583.74953,0,0,10212.69095,0,0,10474.10953,0,0
9.97_295.2217m/z,295.2217142,1,9.973333333,189.8801411,0,575.5797122,0,0,0,0,0,0,0,0,16942.44665,3660.701965,0,3514.730715,8921.871323,0,0,0,477060.1529,0,0,0,21422.6842,3276.205917,0,2170.225,1391.41054,2197.021667,0,0,25090.76242,541.4709473,0,762.822937,0,0
0.99_192.5562m/z,192.5562469,1,0.986666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.4434967,817.7871857,622.3589783,1185.647911,0,0,479.161087,0,990.1838531,626.9334414,0,0,0,0,0,0,0,0,370.5006835,0,0,0,0
1.75_232.0316m/z,232.031619,1,1.746666667,0,0,0,0,0,0,0,0,0,0,0,869.7552795,1224.132446,811.7359467,0,0,0,0,0,0,0,863.5035774,0,0,0,0,2209.948456,5107.062686,0,4834.994049,2168.738281,0,0,0,0,0,0
13.52_463.3697m/z,463.3696915,1,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296.179482,8412.518851,0,0,0,0,0,0,0,0,0,0,10553.43676,0,17250.04993,2242.609619,0,1500.141898,0,0,19139.84224,12963.57955,0
9.95_323.1259m/z,323.1258838,1,9.946666667,0,0,626.6855469,0,0,0,0,0,0,0,0,8013.414766,0,0,2202.130286,1991.216797,0,0,0,0,860.6319128,981.5611624,0,13363.08565,1518.243073,0,322604.9989,6870.986206,8778.113906,0,0,1417.093384,0,0,0,0,0
10.32_205.1493m/z,205.1492792,1,10.32,0,0,239.9090644,0,0,0,0,0,483.8609161,0,0,4417.005444,0,0,2527.990753,1571.767517,0,400.9755402,0,743.6203613,1639.074852,613.0487458,0,0,539.7333832,0,19198.23527,0,0,806.5211756,0,70098.22377,69178.66653,29503.4711,0,0,0
5.09_161.0573m/z,161.0573422,1,5.093333333,0,0,0,0,0,0,0,0,0,0,0,2731.617264,0,791.5319214,2531.283417,0,0,0,0,0,0,0,331.9410248,0,0,0,0,0,1839.103874,4136.559753,4086.113953,0,0,0,444.3142014,0,0
1.33_442.9822m/z,442.982208,1,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,608.1815186,0,963.4184265,8530.738716,0,0,4102.500524,0,0,0,603.3262391,0,3215.816162,649.478302,0,0,0,5097.140277,0,1064.982808,0,0,0,0
0.84_281.9649m/z,281.9648718,1,0.84,0,0,0,0,0,0,0,0,0,0,0,1205.576693,0,2857.247711,0,0,0,454.6080279,0,0,0,0,4928.933044,0,0,2353.674817,0,0,0,0,325.2882278,0,1099.026123,7308.471185,0,0,665.4278564
13.35_517.3221m/z,517.3220821,1,13.34666667,0,0,0,0,0,0,0,0,0,0,0,3454.51651,23210.38693,0,23153.38783,34329.27393,0,0,0,0,0,0,0,0,1161.462402,0,5769.514388,0,0,0,0,4643.900421,0,0,1409.26004,16849.49829,0
12.21_347.2543m/z,347.2543176,1,12.21333333,0,0,0,0,0,0,0,0,0,0,0,223400.2288,0,0,125312.7036,2716.984297,0,249482.9236,0,0,0,0,0,157630.9183,0,0,0,0,534317.2756,0,0,140143.5302,0,0,137624.6148,0,0
14.69_754.5569m/z,754.5569246,1,14.69333333,0,0,0,0,0,0,0,0,0,0,0,4962.552887,13376.10336,0,0,1125.81012,0,0,0,0,0,0,0,0,0,0,0,0,12521.07083,26524.33508,0,0,2426.506322,877.1261597,0,19121.20301,4764.284149
10.64_291.1790m/z,291.1790022,1,10.64,0,0,0,0,0,0,0,0,0,0,0,11026.59428,2622.016052,0,2812.2276,8289.522095,0,0,0,0,0,0,0,4263.219788,21984.31554,2074.528137,0,0,0,1011.857971,0,0,539.1708145,0,0,0,0
15.29_262.2548m/z,262.2547637,1,15.29333333,0,0,0,0,0,0,0,0,0,0,0,2740.419699,0,0,3650.757202,1562.059021,0,1445.895844,0,0,0,0,0,0,0,0,728.1839294,0,7237.520508,722.5538635,0,0,0,0,4455.724731,270.3890076,0
11.36_203.1771m/z,203.1771313,1,11.36,0,0,0,0,0,0,0,566.7433444,0,0,0,107671.0238,6511.045159,0,144318.9751,116395.6165,0,0,0,0,0,0,0,526.4564354,0,0,601.5244509,0,0,0,0,63389.18247,29329.55553,1165.885254,383.6083374,376.0891241,0
6.17_485.1747m/z,485.1747151,1,6.173333333,0,0,0,0,0,0,0,0,0,0,0,13806.79294,49260.28304,36705.68075,0,0,0,0,0,0,0,0,0,46977.35614,0,0,0,0,12199.61506,24593.85583,36247.01252,0,0,0,3448.8573,662.3460693,0
6.59_251.1104m/z,251.1104052,1,6.586666667,918.9841466,0,0,0,748.247752,0,0,0,0,0,578.0025412,28084.79003,15906.57439,25380.29683,10905.95282,5430.758257,0,0,3051.008718,0,153678.3949,0,0,8571.131936,3136.076174,1223.985905,0,880.6308581,1202.440002,0,0,12777.04776,8506.043839,6285.142292,0,0,0
6.63_413.1574m/z,413.1573861,1,6.626666667,0,0,0,0,0,0,0,0,0,0,0,442.8678894,0,0,4212.849777,12096.68375,3781.611694,0,0,0,0,0,0,0,0,0,0,0,782.1064652,0,13579.68245,767.7611694,0,4966.252747,517.3605194,0,0
7.36_263.1259m/z,263.1258794,1,7.36,0,0,0,0,0,0,0,0,0,0,0,563.6644592,0,0,3614.486691,4719.096533,0,0,0,0,0,0,0,960.6720767,0,0,0,0,0,0,0,5587.892181,20606.05335,4462.551015,609.8525391,0,515.767334
10.11_537.2898m/z,537.2898124,1,10.10666667,0,0,0,0,0,0,0,0,0,0,0,8988.758662,2413.147461,0,0,0,0,0,27779.52077,0,1716.665405,6474.056976,0,0,55210.44112,0,0,0,0,0,0,0,727.920929,0,22238.97574,11594.23316,0
5.63_427.1926m/z,427.1926269,1,5.626666667,0,0,0,0,0,0,0,0,0,0,0,0,0,730.1222534,11170.60724,17949.44385,12283.44052,0,0,0,0,0,0,0,0,0,0,708.2868652,1037.468628,0,2105.47049,1110.114502,0,0,0,0,1304.196503
16.93_634.5424m/z,634.5423956,1,16.93333333,0,0,0,0,0,0,0,0,0,0,0,53592.40969,0,0,0,0,0,19069.43869,0,4171.699768,0,0,0,212517.5983,8334.1318,181197.6046,0,0,2856.734314,0,0,130880.9068,0,0,9306.071564,0,0
11.03_313.2732m/z,313.2731777,1,11.02666667,0,0,0,0,0,0,0,0,0,0,0,732.6098022,0,0,834.5265734,500.1650291,0,2468.819641,0,0,899.829834,0,0,2485.385529,9728.159892,0,0,0,0,0,0,0,0,0,10252.31002,344.2294836,0
12.56_191.1751m/z,191.1750806,1,12.56,0,0,0,0,0,0,0,0,0,0,0,4367.301498,332.3849258,0,5604.078888,0,0,0,0,0,0,0,0,0,0,0,6654.698883,0,4451.885803,807.2357483,0,0,0,0,32316.83243,13493.89111,0
1.87_264.0997m/z,264.0997038,1,1.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5173.161377,0,0,0,0,0,0,0,17098.56764,27443.52529,0,0,0,1809.370514,2474.709848,0,0,0,308.0804443,5567.532257,24561.89833,0,0,1369.894043
9.05_153.1172m/z,153.1171602,1,9.053333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17930.12333,0,26392.43661,16504.26306,1711.461334,0,443.7891235,0,41732.1164,25280.42473,6210.224365
8.08_451.3182m/z,451.3182007,1,8.08,0,0,0,0,0,0,0,0,0,0,0,9124.659567,0,0,7460.717822,4626.456842,0,0,0,0,0,0,0,37038.3093,15806.08845,0,203568.5588,269509.2957,0,0,0,2479.213063,0,0,0,0,0
16.37_411.3584m/z,411.3584344,1,16.37333333,0,0,0,0,0,0,0,0,0,0,0,19912.96981,1037.206818,0,24984.51013,1315.583344,0,16967.1702,0,0,0,0,0,78734.6924,0,0,7300.167697,0,48282.4225,0,0,0,0,0,0,0,0
10.95_363.2473m/z,363.2472775,1,10.94666667,0,0,0,0,0,0,0,0,0,0,0,7138.322455,0,0,41184.37285,4071.666031,0,0,0,0,0,0,0,6431.867554,0,0,0,0,127208.7615,2756.384674,0,566.912537,0,0,16670.43691,0,0
10.69_205.1849m/z,205.1849294,1,10.69333333,0,0,0,0,0,0,0,0,0,0,0,21936.18664,5910.807796,804.8918152,0,868.5946953,0,0,0,0,0,0,0,0,827.6241104,0,613.2297416,561.8192126,0,0,0,5340.859449,4176.595384,0,0,0,0
14.67_435.3482m/z,435.348207,1,14.66666667,0,0,0,0,0,0,0,0,0,0,0,3079.666489,0,0,155421.9922,252601.0676,0,0,0,0,0,0,0,0,0,0,0,0,36608.26131,14367.18167,0,10319.44979,5061.959885,0,4968.229309,2216.82077,0
8.85_443.2118m/z,443.2117797,1,8.853333333,0,0,0,0,0,0,0,0,0,0,0,633.7165833,0,0,5540.152717,9637.756739,0,0,0,0,0,0,0,3198.904846,0,0,36514.89534,4026.109009,0,0,0,1624.735365,692.8947449,0,0,0,0
11.51_485.2690m/z,485.2689527,1,11.50666667,0,0,0,0,0,0,0,0,0,0,0,130835.795,15275.52679,0,24455.52606,10243.53727,0,92360.22361,0,0,0,0,0,123931.0769,0,0,0,0,229493.6861,0,0,816.2624512,0,0,316316.4794,0,0
6.76_296.0659m/z,296.0659083,1,6.76,0,0,0,0,0,0,0,0,0,0,0,3253.48093,0,511.0089874,1029.19696,1395.927094,0,0,0,0,0,0,0,1268.29454,0,0,0,0,24098.71506,12169.21268,32058.0127,0,0,0,1098.900909,0,0
7.65_177.0538m/z,177.0537949,1,7.653333333,0,0,0,0,0,0,0,0,0,0,0,39854.15665,21419.71702,25411.65277,1218.262249,1599.084095,0,0,818.006073,0,0,0,0,1896.652893,4498.841492,0,0,0,0,0,0,817.4142391,0,0,0,0,0
8.27_362.2053m/z,362.2053319,1,8.266666667,0,0,0,0,0,0,0,0,0,0,0,36282.99572,10609.34101,8817.658735,7407.524872,12021.55724,0,0,0,792.9892883,0,0,0,0,0,0,0,0,0,0,0,521992.6909,13361.03891,13755.38248,0,0,0
1.13_784.2275m/z,784.2274773,1,1.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24564.89982,118548.9287,29098.03475,0,0,0,6067.464645,2177.037262,1975.074546,0,0,8016.279755,0,0,1020.770264,0,0,1010.921265,0,0
13.57_369.2883m/z,369.2882965,1,13.57333333,0,0,0,0,0,0,0,1119.263123,0,0,0,20842.9795,0,0,13553.05278,2260.22287,0,0,0,0,0,0,0,0,397.1183472,0,0,805.6345215,39378.4931,0,0,421181.682,181398.48,4433.773787,4003.739349,0,312.7511749
10.28_325.2102m/z,325.210227,1,10.28,0,0,0,0,0,0,0,0,0,0,0,624.913232,0,0,543.1043549,516.1837006,0,0,0,0,0,0,0,0,0,0,288.510437,0,3994.234983,15059.65302,0,0,0,0,8115.152786,8162.818939,979.397583
3.19_383.1482m/z,383.1482317,1,3.186666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.1583405,3601.215729,0,0,0,0,21381.51705,90986.84192,305201.4438,0,0,0,0,0,0,0,0,0,0,14027.51762,23857.97557,36691.7016,110773.5218
3.95_216.1029m/z,216.1029331,1,3.946666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.245667,0,0,0,0,0,7293.041669,0,937.3485718,0,0,0,514.5524902,269.6493225,9537.913667,0,0,4648.139997,0,0,8987.041504,0,0
11.85_319.2143m/z,319.2143496,1,11.85333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.535522,0,0,0,0,0,0,0,0,0,0,0,46474.63245,0,10115.3909,11399.11961,0,0,414.6752777,0,49749.1171,88779.31769,5867.213745
10.17_553.4272m/z,553.4271731,1,10.17333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66379.299,143356.3139,0,4366.941284,1090.923645,0,0,0,0,0,0,0,0,0,9412.696747,5551.646301,0,0,0,0,4155.824219,1468.193481,943.8126831
10.89_405.1699m/z,405.1699372,1,10.89333333,0,0,0,0,0,0,0,0,0,0,0,1096.731125,0,0,3076.565323,2269.986942,0,0,0,0,0,0,0,0,0,0,76922.58983,0,2966.673687,2086.337927,0,0,0,0,4866.875577,1460.089836,0
3.95_206.0463m/z,206.0462611,1,3.946666667,0,0,0,0,0,0,0,0,0,0,0,441.5414276,0,0,0,2898.449184,0,0,0,0,0,0,1587.371932,0,0,0,429.6353302,0,15105.36203,581.9264832,571.5322266,0,0,0,25722.71591,1654.645427,0
5.72_201.0967m/z,201.0967117,1,5.72,0,0,0,0,0,0,0,0,0,0,0,1091.923477,0,0,0,0,0,0,0,0,0,0,354.6005096,1849.199707,16295.70623,22206.70563,0,0,0,0,0,1349.611139,340.6270447,1936.213861,0,0,0
8.24_495.3388m/z,495.3387713,1,8.24,0,0,0,0,0,0,0,0,0,0,0,2141.830688,0,0,8984.339706,4809.863007,0,0,0,0,0,0,0,0,1170.75494,0,97938.8969,94713.90495,1832.278902,0,0,3895.525415,0,0,0,0,0
