,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Blank,,,,,,,,,,,,,,,,,,,,,,,,,Sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comp,m/z,Charge,Retention time (min),Blank_H2O#1_Seg1Ev2,Blank_H2O#2_Seg1Ev2,Blank_H2O#3_Seg1Ev2,Blank_H2O#4_Seg1Ev2,Blank_H2O#5_Seg1Ev2,Blank_H2O#6_Seg1Ev2,Blank_H2O#7a_Seg1Ev2,Blank_H2O#7b_Seg1Ev2,Blank_H2O#7c_Seg1Ev2,Blank_H2O#8_Seg1Ev2,Blank_H2O#9_Seg1Ev2,Blank_H2O#10_Seg1Ev2,Blank_H2O#11_Seg1Ev2,Blank_H2O#12_Seg1Ev2,Blank_H2O#13_Seg1Ev2,Blank_H2O#14_Seg1Ev2,Blank_H2O#15_Seg1Ev2,Blank_H2O#16_Seg1Ev2,Blank_H2O#17_Seg1Ev2,Blank_H2O#18_Seg1Ev2,Blank_H2O#19_Seg1Ev2,Blank_H2O#20_Seg1Ev2,Blank_H2O#21_Seg1Ev2,Blank_H2O#22_Seg1Ev2,Blank_H2O#Inst.overheat#2_Seg1Ev2,1c_1k10#1_Seg1Ev2,1c_1k10#2_Seg1Ev2,1c_1k10#3_Seg1Ev2,1c_1k10#4_Seg1Ev2,1c_1k10#5_Seg1Ev2,2c_1k10#1_Seg1Ev2,2c_1k10#2_Seg1Ev2,2c_1k10#3_Seg1Ev2,2c_1k10#4_Seg1Ev2,2c_1k10#5_Seg1Ev2,3c_1k10#1_Seg1Ev2,3c_1k10#2_Seg1Ev2,3c_1k10#3_Seg1Ev2,3c_1k10#4_Seg1Ev2,3c_1k10#5_Seg1Ev2,4c_1k10#1_Seg1Ev2,4c_1k10#2_Seg1Ev2,4c_1k10#3_Seg1Ev2,4c_1k10#4_Seg1Ev2,4c_1k10#5_Seg1Ev2,5c_1k10#1_Seg1Ev2,5c_1k10#3_Seg1Ev2,5c_1k10#4_Seg1Ev2,5c_1k10#5_Seg1Ev2,6c_1k10#1_Seg1Ev2,6c_1k10#2_Seg1Ev2,6c_1k10#3_Seg1Ev2,6c_1k10#4_Seg1Ev2,6c_1k10#5_Seg1Ev2,7c_1k10#1_Seg1Ev2,7c_1k10#2_Seg1Ev2,7c_1k10#3_Seg1Ev2,7c_1k10#4_Seg1Ev2,7c_1k10#5_Seg1Ev2,8c_1k10#1_Seg1Ev2,8c_1k10#2_Seg1Ev2,8c_1k10#3_Seg1Ev2,8c_1k10#4_Seg1Ev2,8c_1k10#5_Seg1Ev2,9c_1k10#1_Seg1Ev2,9c_1k10#2_Seg1Ev2,9c_1k10#3_Seg1Ev2,9c_1k10#4_Seg1Ev2,9c_1k10#5_Seg1Ev2,10c_1k10#1_Seg1Ev2,10c_1k10#2_Seg1Ev2,10c_1k10#3r_Seg1Ev2,10c_1k10#4r_Seg1Ev2,10c_1k10#5_Seg1Ev2,11c_1k10#1_Seg1Ev2,11c_1k10#2_Seg1Ev2,11c_1k10#3_Seg1Ev2,11c_1k10#4_Seg1Ev2,11c_1k10#5_Seg1Ev2,12c_1k10#1_Seg1Ev2,12c_1k10#2_Seg1Ev2,12c_1k10#3r_Seg1Ev2,12c_1k10#4r_Seg1Ev2,12c_1k10#5_Seg1Ev2,13c_1k10#1_Seg1Ev2,13c_1k10#2_Seg1Ev2,13c_1k10#3r_Seg1Ev2,13c_1k10#4r_Seg1Ev2,13c_1k10#5_Seg1Ev2,14c_1k10#1_Seg1Ev2,14c_1k10#2_Seg1Ev2,14c_1k10#3r_Seg1Ev2,14c_1k10#4r_Seg1Ev2,14c_1k10#5_Seg1Ev2,15c_1k10#1_Seg1Ev2,15c_1k10#2_Seg1Ev2,15c_1k10#3r_Seg1Ev2,15c_1k10#4r_Seg1Ev2,15c_1k10#5_Seg1Ev2,16c_1k10#1_Seg1Ev2,16c_1k10#2_Seg1Ev2,16c_1k10#3r_Seg1Ev2,16c_1k10#4r_Seg1Ev2,16c_1k10#5_Seg1Ev2,17c_1k10#1_Seg1Ev2,17c_1k10#2_Seg1Ev2,17c_1k10#3r_Seg1Ev2,17c_1k10#4r_Seg1Ev2,17c_1k10#5_Seg1Ev2,18c_1k10#1_Seg1Ev2,18c_1k10#2_Seg1Ev2,18c_1k10#3r_Seg1Ev2,18c_1k10#4r_Seg1Ev2,18c_1k10#5_Seg1Ev2,19c_1k10#1_Seg1Ev2,19c_1k10#2_Seg1Ev2,19c_1k10#3r_Seg1Ev2,19c_1k10#4r_Seg1Ev2,19c_1k10#5_Seg1Ev2,20c_1k10#1_Seg1Ev2,20c_1k10#2_Seg1Ev2,20c_1k10#3r_Seg1Ev2,20c_1k10#4r_Seg1Ev2,20c_1k10#5_Seg1Ev2,21c_1k10#1_Seg1Ev2,21c_1k10#2_Seg1Ev2,21c_1k10#3r_Seg1Ev2,21c_1k10#4r_Seg1Ev2,21c_1k10#5_Seg1Ev2
,307.0971339788,,1.0266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23631.323299004,23240.3633237125,19342.9053654733,22615.5041397225,20230.0244263489,30922.1488295918,30881.898329849,31811.2257385244,32782.709370946,26516.77454954,10969.6448366105,15584.2730248323,17577.3498003027,10097.302458162,12951.711037252,400.3625480307,0,0,0,670.9098775663,18858.3164736439,21147.2592355193,25290.3543993493,17645.5225857766,1910.2562866214,3252.0875854491,3161.9887695313,3135.6716003415,0,3947.0139617914,2959.898674892,3513.6623232906,2333.0662994384,2295.0564575195,11681.9040832522,7031.2068634036,4935.9397888181,11775.4104111548,8604.920471191,9062.1360321045,8190.910140224,9233.2492523189,9347.8526499566,7586.3840883625,20057.8281682003,23955.7635176087,22777.269011512,11218.0506591792,17863.3890564387,7385.1277770999,7571.6922912603,5992.78904864,8053.9322357173,5087.4000701906,990.0870386573,0,0,0,1331.8327026365,93631.2477204584,99378.7404885872,103684.257720946,104655.56982788,103074.959719272,0,0,0,0,0,4626.1996917725,978.4591369631,3507.8520620049,3338.0121002198,515.7210235596,0,0,0,0,1161.8226928715,2804.1459960934,4835.4974365237,1981.61328125,4177.1342765463,4906.0739831474,3679.3790588382,1828.8245239259,2996.8184204101,4040.3402099608,2920.8961181639,41886.7516243366,0,44749.630195202,40054.3763604949,39187.8726560632,0,0,7447.4214782718,0,9314.9681701661,23797.5831213659,21489.6413269051,19253.1525830508,24381.3464317156,19892.8071233415
,191.0179506008,,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40481.6310545968,38627.8065948505,35010.5733672998,58515.0456251617,56706.2263592966,95664.0333874332,93916.920664748,100232.425719396,94350.8622272445,97143.5475892544,105038.63550125,125557.871513933,141912.368981655,134647.506163722,137032.41685654,64659.790165778,63536.9507068963,70122.0566278317,72650.728783028,68089.6515499976,37443.5760090343,37586.1141152184,36810.8138043429,36586.3260761059,58185.2238953155,53884.5147452017,57764.6322624486,58403.5401881529,0,69095.2254466451,75920.6622797005,15032.434544659,69965.9382651791,71301.2715648519,65278.8447687318,54111.2847676306,56833.386537707,52434.1208857609,46114.0761667601,87333.6162907568,82487.3188085726,83643.660115837,86302.6152616856,84143.0987123344,295162.537329851,290823.335069877,281303.735928075,277516.161432967,283160.850078058,181560.347478656,164180.677612636,170434.422828487,176780.090125015,169709.24970026,96797.1982643526,89081.2853627053,88001.4799608104,85137.684849175,96100.8671716017,11463.0431034659,29398.6456377979,29001.7818173547,28787.3291954837,29215.7835906851,39815.3538982385,0,37753.4145472201,0,34868.0256958008,6997.9095458984,10341.7383285649,9777.0596622839,6587.6007690432,10033.2095376964,207770.663924981,202674.672672898,203252.409723379,213472.070104593,211933.046177318,12222.9382324217,13209.7062864317,12850.482232062,11185.3465157197,12955.2081375125,17665.3022770465,16360.5010070793,15716.1213776492,18952.7467498784,16285.5796344036,29945.1431792663,0,44645.4058473708,41467.7092451818,39615.55750007,0,0,63557.0328647812,0,60469.3094239095,140126.485191439,144102.957876362,124691.994684332,137092.501011312,131868.695050627
,315.0681789524,,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21218.3609008791,0,0,36232.0472372505,0,98059.5084113833,109525.817808296,93984.1475666646,105712.541259772,99028.0310431952,0,30447.1165466305,34612.7278406341,34727.6628668147,29866.82066202,20337.7850124923,12468.2746582041,23751.3945401382,25275.5134277348,16268.8451619823,334030.454491061,312350.909015699,344964.15038254,342069.660118921,43978.4344811948,43842.9727587995,19505.9653741249,38674.0777442155,0,10529.3077826004,11074.4258358816,8503.8210048868,13637.1649780277,7941.0109026485,81145.2642133123,72076.6269066584,67758.9832217864,69165.8655664248,42173.8192215441,40363.9500998573,54031.2578298345,53294.9717858607,45140.8162287171,46718.0519220214,15363.7585383374,13101.3226037571,17711.6712058565,11490.3069595811,11979.5966186515,12484.3680419916,7386.2344360352,10904.6866455078,13913.2164316148,7575.7723106876,0,0,378.25,721.4042968751,955.8100585939,73782.997089261,66586.1174374533,67763.7347993012,74412.36718659,62434.6609336695,0,0,0,0,0,11017.145333921,14040.4850324634,0,10606.5450589432,0,131633.063656101,75090.7424040204,133680.393056768,140564.326497602,140259.641411107,10298.7918395996,11264.7702016254,10054.7528686518,13907.864837648,12743.4462699409,16532.7821649479,17191.8251853092,22858.6155369978,19680.0020908709,18358.8807319847,6100.6953293617,0,11499.2719083264,4927.5044161305,5947.6773405583,0,0,18475.1356373106,0,23633.8598893289,12738.5475633032,16982.3508627252,1406.6835937496,13354.2111602295,14550.138690466
,533.1663892905,,1.0266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12095.1699000381,11831.7633214345,10930.1166626129,12634.82839966,10741.4475490339,65963.7745493787,58635.3491821288,72370.1722443328,63954.9392089822,60725.1889951365,2022.4549865723,432.0040283203,2160.8724365231,0,3257.8040161143,25444.2128194485,31860.6015083442,36764.7496855482,35760.8387145746,31781.2322498562,53818.1929191927,54339.4596749873,55515.8032713785,51467.3793255271,34411.5965881369,36227.8357290684,34048.6240921013,34710.569366455,0,297674.491155305,283180.639732768,294296.670349975,286820.722207379,278555.803062998,47135.5358244458,43462.1230163587,36473.1145542025,42829.9318542452,43761.8297729522,33808.3819580131,33688.1633414899,31447.0874783065,29313.6880493198,32616.6118363803,162714.249832282,184326.871251963,183026.871563433,166942.765397837,186722.777551338,264018.868630283,235880.17290558,263621.581275654,258396.659796292,252510.9692906,41507.8307495158,42555.8460693356,47682.7366638137,50921.6170043899,49779.9539184666,11594.9225463874,13971.6168212884,12514.0887590358,12765.016784024,14331.5217793636,64413.6113891545,0,66955.8921508841,0,68459.6506347679,27826.5407104484,27095.1928882224,32756.8327264079,30127.8395113101,31538.8156314455,179821.067932236,167676.375610332,183410.614690459,172614.497042446,191236.534219604,267697.030067423,299201.771882959,286512.387361222,271054.162032847,301211.111907934,24643.4773931699,16779.353327916,23639.2647636147,22536.3742915237,20300.7866274754,826939.450191855,0,814148.472362009,814305.635977594,830522.986640024,0,0,226766.206037735,0,228758.82666706,603991.922258259,656951.09787966,611660.373527249,658297.491384546,611950.851950565
,609.1835725788,,1.0266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16919.2998046874,13205.6039428704,15186.8306884789,17988.2309047139,16416.5853963533,33728.7757544593,29230.4979363778,37153.3051237087,31709.4844970668,29026.7566528314,53471.6041564922,58021.4994718528,57231.3675537123,55884.6714847093,50785.994114731,9123.6083984373,8947.217729406,4762.8521728519,5461.0954589856,5455.967651368,2551.3140869143,2775.9379882809,2611.6384887692,1301.6544189459,120555.257836818,113115.816454678,117624.161462897,122154.080760181,0,43187.5156629001,43217.8331192353,41544.3191811869,44417.9391668103,41267.4092281614,14110.1897562382,12854.0108642592,11153.951538086,12603.4597167951,15335.0642214715,8383.2550354005,4084.6906738278,5292.518870329,2312.4544677738,6334.357421874,7748.6047363282,6335.4391544645,12619.9094848638,8359.4564819356,10683.8995971662,2669.5968017582,0,3601.5444946294,4482.5152587899,2276.0658264161,0,0,0,0,0,117509.485725559,120088.112586838,114675.590468322,126487.281060603,121815.729720952,0,0,0,0,1158.0141601564,6302.7321777357,3706.7884521485,4728.2504882808,5656.2269287118,8788.6917768537,26229.3223681389,28082.5048966892,31499.7776489268,24029.6993125556,33967.8880848418,0,0,0,1171.4216308592,793.5135498048,342469.311283346,343962.198338145,373687.843929003,361681.631506968,368288.911297124,1105.0900878905,0,4769.5437622075,6316.4771118173,1463.004760742,0,0,128149.1766259,0,131230.704204503,40065.1988456823,36163.4936822209,34206.6171959847,32381.9900029416,37370.3055355829
,353.0951489772,,0.9866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17295.3488464369,13966.1954956052,13558.648086548,15862.4470214846,13561.1414489753,27428.1312255883,26979.3879043874,21454.3920501946,25708.8977740021,20330.6114501951,37174.3358708047,29306.3268737811,35907.599953128,32422.1505737286,36044.6287337487,847.6218566896,3319.3532701998,2149.0644531245,0,1488.6375122068,6407.8023376465,11607.1529165815,9228.9370230377,8087.8785589433,1997.8634643556,4799.2991574748,2059.7160034181,2470.8911743165,0,8724.0245208739,8591.7661209841,9858.8735046375,8336.9514312746,8922.5842437743,5858.5967052017,3395.5106768861,4246.7349243167,5433.8533871974,6465.3093872064,6337.7315063475,3407.4530639651,3741.7551879884,4290.8040161136,1678.9273071286,9570.062164307,10051.6452423575,8123.5043029788,6033.4541320804,7545.9285278313,13704.3037109383,12087.7418579028,11516.3633117674,11886.6348526143,11302.0285644539,0,0,1527.504516602,1847.1915893555,939.8906250001,37660.3676633838,41912.93049376,38793.4618277467,41177.5948521178,41317.3538836455,984.4219360353,0,3308.4240112305,0,1137.5226135256,1912.230102539,916.5848947619,2278.6643066404,1073.5476074221,922.1043090821,8955.328216552,11152.7363891617,10794.1448392733,7750.2264404294,13365.1126820296,2501.606689453,3433.7069091796,2206.2756042478,3732.7051391605,3738.7248840337,50520.996853693,45357.8026177674,53264.5966689717,56781.8360187601,52528.1876756644,24053.3919193604,0,14530.7132568358,18447.8158264156,21248.198944091,0,0,17813.4354858402,0,14910.0880477613,5505.7160949713,5406.28881836,8001.5568747634,6239.6308593746,7460.077728272
,366.1066497678,,0.9733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561.7607116704,2314.0305175784,2810.9389648432,2670.9197998046,2916.9413452153,84239.5255884863,77215.7299328775,95258.3836705304,98983.7107220198,93425.5736567425,173811.952480823,162905.650990545,204141.101353878,196318.167178583,201973.87750294,1294.5197143553,1691.5883178709,1224.9564208984,3291.4885253904,1996.1110229493,3050.2948608397,974.5574645997,2994.7166137699,3855.4633542393,25033.9589843771,22140.7662107349,21932.3193359385,21954.844421386,0,930.9847259521,0,0,0,0,9334.0381774907,5350.9995727538,5550.3091430657,7337.0420532235,7030.5413818373,27533.3811950674,30279.7612453178,24955.5439147941,26050.880067151,28722.2857666023,82333.8955533147,78667.9644022458,85135.0514052122,73840.7121701076,83882.6116777605,45619.2121854007,40284.853086213,39793.0140380842,41359.5932312001,36269.4249902203,66150.4244995134,64924.4729656037,59139.792602535,67916.073362918,63469.6290940741,30847.3602418722,22675.3676452634,25367.2202758789,28737.3209838868,27215.5865478523,10698.4398193368,0,7536.6480102537,0,8496.7244262691,0,0,0,0,1161.6333618166,72709.6322584476,72626.2681844536,74037.8475341791,72332.2098388658,74653.4059769992,35277.5686035153,34350.069946289,35151.1041259741,37505.017425536,42470.3414713304,109512.152558309,107076.579368737,117173.682117887,113670.201784927,112770.806558476,86727.2657670196,0,98209.1058419211,96669.7501559692,99780.9532548264,0,0,287375.685344786,0,287085.141117761,37903.7188720694,38298.5986328168,34515.4694824198,39220.2061767594,37946.6755981485
,341.105386876,,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70416.5456791192,69271.8964605848,68025.3049764358,66693.940353957,59583.4834289564,107663.957508279,91787.2609638105,97825.3514524067,104060.788742146,96150.422232712,112081.625289688,111943.218632671,120840.009703138,119780.728716579,127353.359113577,200031.246056729,198304.828657808,215179.76862104,203741.293744761,198194.136754111,45535.9878103549,34089.2129411714,42286.9525255255,31904.6030273438,308599.756014107,315083.449531642,323392.522886901,328470.891562117,0,304904.773762115,292172.078163644,274288.045057785,302090.245995466,271303.186447861,46711.8780598871,41584.9560152471,43761.5475987885,44849.537089027,47589.5556623031,151738.810224397,149984.86866786,151776.809362649,145880.741682608,155738.640737187,146428.591893736,160883.156867532,160335.815436771,147082.531045021,178271.135169771,336355.949555436,335077.696833013,333713.774136998,343995.060060287,322556.563958451,54570.3989712132,50282.7870683056,52667.1691335205,65116.2835083008,58173.1960694347,51611.9671922433,51255.9174693042,57709.2003216575,54409.7210285897,55612.2373553798,173985.519119519,0,178738.926473613,0,172350.29086746,11592.1369628903,8725.8562898209,9893.219250751,8311.4271508623,10418.7860521157,102435.204290386,92758.8713978555,100507.550153406,94401.2607934443,106157.245143702,141255.423453005,137738.934148912,133885.733703199,137685.57338113,144846.404594432,240671.093890867,239906.057107117,262962.11432294,252656.54470925,270542.433168986,61445.6327514701,0,62952.0453389159,54451.9336688699,62133.546616707,0,0,182022.563161072,0,187505.569421315,376281.753602054,396967.832840457,404445.71269329,399427.12407,394154.999857653
