,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
11.52_388.3630m/z,388.3629810446,1,11.5242666667,771.8579184849,0,608.1074127587,59.0409633891,4399.1916934983,6.7282731495,0,7593.4673719264,5991.6877003086,0,0,0,323.7837295523,0,2977.4862116278,0,559979.679176717,3347.6677649319,758.5796545934,9651.7374565885,0,0,4816.1319282516,277.7454301394,6379.8546566601,0,0,0,0,895.2143330126
12.82_301.2413m/z,301.2412547729,1,12.8206666667,0,10368.6086489846,24196.59040868,31288.8930619859,633.6930682569,43056.9097166301,4277.0124183536,0,76776.5028616849,10900.9223839335,140.5828985837,330517.729751594,31449.706835569,4984.0384527244,20708.0198488962,4255.3873993289,10649.5269454754,32882.8375244143,6518.2976074219,26485.8609251478,0,15602.9439862171,54435.6665718057,16187.053040097,1917.6531540346,0,12652.5833521989,8660.6713483252,36656.2205022008,17759.9964661295
10.99_145.1673m/z,145.1672589812,1,10.9859166667,7751.9243287964,0,0,0,3272.648408503,0,0,0,0,1450.8866965784,1786.634004918,0,0,1976.1659058898,2393.3052519539,0,0,0,0,0,0,0,0,0,57638.4447643482,444195.970947263,136110.029603341,0,0,0
16.61_541.1270m/z,541.1269756228,1,16.6112666667,0,286259.861345481,435304.801118723,570660.44872812,132331.71197804,77917.9513663985,58230.4122615654,2801.1962503179,10269.3128672861,120122.878226926,6531.2212911629,153250.420702388,21552.0065249679,2933.7572041576,118641.223118469,34646.0544213162,16460.7704639804,56580.5169058974,40983.0623106892,130348.333030781,23613.2212590517,3320.1262439718,7292.1717079868,62904.7364757419,112645.171912059,42261.0049278219,120515.352059808,89080.6969194002,9623.4891894901,101090.527320138
9.76_343.2341m/z,343.2340553568,1,9.75545,0,15491.0738557848,21378.5378547389,30285.5550425788,0,759.061742773,0,368964.95299633,205184.878791007,13789.2586489453,8149.0716997902,198277.711071651,39563.769775391,14047.1529104936,77312.0821027463,35507.0417998795,237.6005929601,30364.9140002727,20718.7389475679,733137.281996611,2575.9193607158,0,13537.6911032539,2360.5304895572,0,35383.2743073573,1619.8698916896,32120.2617963947,57132.5021553443,8103.9516056514
9.96_119.0938m/z,119.0938091407,1,9.9642,0,10497.8288823083,18896.7841588381,20631.4817593878,76859.4367980955,78848.4557536186,58007.34019633,0,0,16655.7500678942,6377.6722412109,42882.4099258557,19014.1538543702,4969.6774597169,27699.7543292431,26158.9742527541,1415.9201319641,33921.9923824039,20164.8200881894,1108.9835205079,8967.0517941263,8771.1895446777,34204.7165388755,16341.9770050247,0,11224.5701639319,6768.7820281982,10703.0090800369,25972.5405509655,17179.2799737706
9.13_151.1685m/z,151.1684915889,1,9.1293,9821.1740733349,1499.6310960378,1057.1488600477,2072.7236933616,63188.0340000248,24249.1866524801,38520.8410895448,0,0,3099.2335650282,0,2622.9347860759,3735.689819336,2830.9552340473,509.3026469968,2425.6669447158,5020.6895581305,9996.9225224748,3879.6420697539,10750.2944937481,0,2008743.62773732,1560556.4194167,707298.592113368,29861.4307785447,20740.5146484371,11965.8538513574,46331.6249587084,38614.7615915659,8148.8386193157
14.29_575.5085m/z,575.5084520628,1,14.2894166667,33413.9750339271,1194980.4594489,270457.995085296,415351.365617998,2966536.95154996,1109916.72557642,363792.580878699,3159584.58263943,711832.688552895,115132.476082556,101238.512705207,244823.78442064,763025.972953034,546505.784407181,645520.599206717,266900.690419167,745444.477935672,625139.06706723,312418.184328788,835332.958974998,534241.651765074,1163482.70258547,739286.494260331,879247.860259719,698034.136515555,408206.881687723,161641.884529538,877277.822859546,532657.92374678,189237.86838353
15.55_535.4116m/z,535.4116122952,1,15.553,38702.1843663583,2386.1855171397,0,0,9318.7869851656,0,0,582953.824323341,20474.8659554845,0,31983.4457176909,4324.0005006509,2089.9626551783,3532.1425008184,0,3262.0826971394,10343.6345119437,7400.6384261737,0,0,0,0,2309.2831894468,0,79099.2994028042,52815.772302617,381.7656512202,7906.8397908828,0,0
1.06_190.7044m/z,190.7044386651,1,1.0555166667,0,3645.4255579886,752.6670339173,228.447420577,3097.3422114907,0,0,874.7425692309,10434.1631219933,0,575.2489624024,1725.039428711,0,309.5370324978,248.0157902644,0,0,899.8187661597,7216.8692598898,17902.6248758644,5576.562584037,1046.1709235041,1052.980013818,0,121.2080290045,8654.8632649604,0,1124.813639958,7683.589797578,19094.7425315688
3.71_217.1632m/z,217.163235122,1,3.71395,5879.9945264914,0,1679.5482852274,242.5727473135,143270.004296678,36871.8205485723,8286.3200683593,0,0,0,1062.0104221531,0,20980.7810058592,51229.4419522087,37125.046020508,32673.4908059378,699.2880444301,0,40255.7974557244,0,4181.1594848634,0,0,38173.273620605,0,0,5598.973835623,4961.2048950197,0,38217.7606201177
6.60_551.2112m/z,551.2112498901,1,6.6028666667,793.1140748951,5841.7234064035,7951.5991154915,7291.4110585591,55459.8715298738,5402.2190682941,0,0,27417.1505396916,789.9624721444,7452.4156253015,5544.0374026495,18197.427636061,48293.1756310013,27939.7869505171,29353.8049353362,197460.271492331,83665.9118288081,1.868244169,14141321.5054197,13790944.6034531,1671.5433788941,13519.6374867816,0,273031.160061657,59035.6561802336,52063.7689271153,0,2090.3930754549,2660.4993127081
5.17_328.1691m/z,328.1690513554,1,5.1749333333,4245.9703986656,2983.9093686811,8065.4510353995,8542.5091793302,187733.841389137,9732.2429668733,124438.986182995,670.3632250913,714.2808654617,1323.0908220075,6940.0803988597,4792.2892184724,6543.8422644312,73861.2093603506,142756.0533734,99172.9138403476,217540.345167452,23605.1628483242,18166.1151828809,10330.2446854791,25054.1746610835,25460.1435813708,821.4934460066,74079.2591879738,7150.1342153422,7894.2149978526,28506.0183793236,3261.9714724355,4174.6945863755,45793.9712796127
8.80_453.3708m/z,453.3708127978,1,8.7997666667,42159.0767705152,31512.4924804781,8143.4810050173,14945.2602603747,186218.751091172,20550.8570356693,22399.8074122841,6159.3394354398,0,607.6801562616,44936.4786586662,3962.5892846046,34226.8283707779,421230.305998257,215593.096411402,301386.486070204,229590.535528203,60287.9945938529,75226.8046188091,9197456.01355119,12686030.5313769,78244.329192947,36624.9144474548,81209.2059195243,339.6550459273,15910.259098036,12176.8089797722,21366.0749937291,1188.8874814583,16499.7022228334
19.93_112.0386m/z,112.038559384,1,19.9281666667,1569.7839355469,39332.5617932794,88683.3281107364,74437.1223144535,34367.5874985702,67742.0618758998,74758.3716375819,34867.9675590414,70576.7709294196,79142.8137415191,21507.4716290823,94863.7768554683,69634.6336369724,34503.0905621714,101632.295410156,77113.2825921669,37116.9555397988,68950.2974024833,48952.397949219,69423.1139543272,80456.5234374995,39438.3080998421,75670.9543457034,86867.6424855336,37606.0493937239,74164.904032325,67417.4511537776,28295.6383056642,81396.1701660166,72926.1250000009
13.27_182.7560m/z,182.7560132326,1,13.2710833333,0,6132.6586696745,0,0,11935.8912523017,0,0,0,0,2074.058720377,1249.8195291842,0,18.7041835912,737.4537353516,0,820.5419920018,11945.9392778887,0,0,0,738.6667868356,41402.5671919681,0,0,0,0,0,16039.735563964,0,0
1.23_281.0595m/z,281.0595257845,1,1.2312833333,3647.7638203894,4719.0810106357,2124.5191557957,0,13504.2915586357,0,0,9285.8692016597,50009.2034538797,134195.465956056,0,0,10683.0090660811,0,4543.7632922717,0.6743433203,4070.436156793,0,8890.9433244382,0,8805.8440147862,51908.9032762478,5347.0736083987,75594.5979890855,0,0,11512.4832185135,7057.8023681639,3834.2680664062,19171.3606792984
8.72_486.3209m/z,486.3208733872,1,8.7228666667,3023.5199380594,0,0,0,31062.5356391149,112696.836258209,52765.4436405417,0,0,0,0,0,0,0,0,673.8158660801,773.9587508882,0,0,39448.7111856679,25700.8428911512,0,0,0,8521.1938274997,0,0,0,0,0
19.66_104.1889m/z,104.1888629353,1,19.6596666667,2698.6861418088,5628.7032470701,0,0,20211.5639648438,5060.433937643,962.4010620117,5243.7880859373,2315.821655553,0,0,0,4771.8563910281,0,1764.8446044922,4835.147705078,32452.2078555159,25142.5496826175,3666.2091064452,0,0,13288.5200195313,0,0,2605.0170898438,0,0,18049.4881232575,0,7639.0871582033
13.71_136.9915m/z,136.9914836527,1,13.7105,0,869.1392416527,11547.6604549821,3779.2625134018,9422.2728146215,7613.8964417791,11164.5180763553,0,0,5054.2670669325,0,2940.0945208112,747.1867473966,1342.4548642989,4217.5702576978,8573.9683987017,32889.6180794632,7388.1336095704,18535.180326519,0,5273.0323457068,2537.9139550731,0,15915.4584895879,1007.346824884,0,9211.3766281542,0,2934.9336267024,6503.1478923552
12.56_515.3626m/z,515.3626008542,1,12.5569833333,65575.3493759996,34406.2522942067,6212.3539188855,7123.0092664896,69901.5287022774,50.6060851889,520.1422442809,521080.291882416,187556.789024291,14849.9359931747,27757.620203378,10458.3536003167,11878.5108263242,30770.2513993934,38909.5400728589,10337.4220851879,10375.6503546266,3888.6211853028,17413.770641155,36227.4411589394,17637.0888283297,104926.819355426,331218.312879175,24309.1673886076,60070.8239829317,88499.1414158107,6976.295488275,376786.281996674,222352.677683429,29569.7446426647
12.29_375.2487m/z,375.2486994663,1,12.2933166667,13815.1859112353,5541.6032144007,2261.5947796229,2794.4195748804,158319.455697155,71922.9554583424,2451.7660108196,158282.628373854,52658.372588482,253.7131001544,829161.622156559,526593.701141984,3222.8149586759,12063.6862697336,24114.7180092668,5019.5947677744,117523.328794519,49630.9591852915,1709.8441617534,2098.2703347955,4531.1738605922,13135.9222166888,1461.7191392405,3109.1843669944,48547.1710895615,1420.207352833,1846.3339120998,3515.9891532402,6226.3839493882,212.4871617632
6.30_197.1678m/z,197.1677937867,1,6.2953166667,2430.4089915026,0,426.5680188716,262.4790556628,152244.964466695,193467.873806736,160774.169471731,655926.765352924,771327.523406853,293735.254910826,1521.7847491243,0,0,631.3547363281,0,0,0,0,0,0,0,127665.639281455,108080.439710189,14119.6839536668,0,0,0,150138.029541014,113866.822286766,105498.950123611
0.01_141.6279m/z,141.6278924321,1,0.0116166667,70.6702018764,4203.8014439303,5332.2248700681,361.0552398808,568.8517945711,4417.7101643457,1187.8334356047,6618.4771008153,4128.9967775089,2552.7539853933,3572.9117998103,8069.6302894085,1359.7065924756,3019.0094595541,7823.5651810302,52.5125050652,5136.704773054,1323.6784899384,82.1971439745,1762.3182443525,2183.6413994153,3263.7042413875,7030.9167542595,7779.8420152571,1850.7034389196,783.3996434181,1189.0590629954,696.1373433801,3872.6024655714,3494.1430838681
12.10_665.3809m/z,665.3808940045,1,12.09555,0,0,0,7316.4879316222,2063180.19441923,468082.411413683,49705.4652830864,0,0,0.5630585409,0,0,599.986149645,0,4506.8419910174,4793.7792943135,0,0,0,10609.9448281841,0,0,4361.4766845701,0,0,0,0,0,0,0
4.56_242.1842m/z,242.1841500305,1,4.5598,0,0,302.2991083226,0,119220.346801758,131939.385592392,184209.225708009,0,0,0,0,1566.6631349629,0,0,954.8540474575,0,0,0,0,0,0,0,0,0,0,5043.075782139,0,0,0,0
8.40_151.1008m/z,151.1008051533,1,8.4043166667,434.3419784417,397.3803710937,0,2112.9698791504,74687.0230068811,16279.2510377991,33337.3727279493,0,0,0,0,0,0,0,0,0,0,0,0,17755.1359291223,111.2637258946,184662.14831543,44068.4842342695,50894.7359717909,3382.2727050783,31348.6801765381,9784.879033828,50787.7769140364,4205.9255610965,4075.0228271484
5.33_166.8375m/z,166.8374749783,1,5.3287166667,0,134.9390689493,1139.9484784222,0,1715.0360107421,0,22374.2680415297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40180.680162642,13052.1760342349,23120.8492775778,0,0,0,24004.7676015311,26322.5656011962,58110.5886429607
12.14_242.8272m/z,242.8271897635,1,12.1395,0,0,868.6025074218,0,0,0,0,0,0,0,0,0,0,0,0,362.6398813981,0,0,0,0,0,0,42637.6165804785,1016.968768705,0,0,0,0,7217.8197668645,882.3679438845
4.67_183.0627m/z,183.0626743318,1,4.66965,0,34343.3558434631,8420.4840493902,782.5597763061,141079.630635239,53398.5583496104,122516.599853514,0,1077.5300111805,0,154341.800023983,7684.9091101644,26169.110452071,4443.2689208981,2816.0171474048,2210.5260009766,49980.0876464847,0,1397.2794189454,0,0,7301.5727539061,0,1517.4739844539,22364.8398748044,5305.6168871425,488.4909362793,0,41319.344116211,9241.7324218752
12.99_307.3334m/z,307.3334263793,1,12.98545,0,1925.7168936979,2158.9689187102,486.9700063503,2126891.15301686,0,730.1476788627,4986692.57980858,0,0,989418.516312086,0,0,3678.6487849302,0,0,2618356.49807187,89.5137673334,0,0,4016.9441522276,5263561.71728885,0,0,1055872.09805615,0,0,2240004.00266171,0.1761577899,0
10.80_407.2364m/z,407.2364243009,1,10.79915,38.6801107209,2178.871685351,552.3254437394,166.180769392,38249.2364155764,6122.5845074839,21.0599066029,59.3214163154,0,53.7662416518,17490.2167091934,99.1089762232,0,18324.5144755192,7233.4690315393,0,25924.1308094826,18891.8703442198,1005.4354531675,2176625.57410627,43681.9553459969,0,6341.5629632345,1104.6389021867,4495.749938965,0,314.7125162461,5671.5598268229,4379.142578125,0
11.94_177.0544m/z,177.0544210772,1,11.94175,0,0,5121.0502078926,0,0,299275.300537106,604.1642866077,0,8320.7584694901,0,0,0,0,0,0,0,4985.705551785,0,0,0,0,0,0,0,4326.0427079591,0,0,0,0,0
12.60_201.2067m/z,201.2067222045,1,12.6009333333,2065.3930206956,15.8111738448,0,0,1670535.95458984,123369.550224551,0,21484.5147677848,16717.5933719702,538.6221081561,998.4735433212,0,0,0,0,2256.0580110535,1939.0897705397,0,0,0,0,0,0,0,0,0,486.6399604357,0,0,1840.3521296492
2.46_213.0791m/z,213.0791140521,1,2.4615666667,1009.9487609863,788.4889907837,4646.8556401499,8322.5891247179,136351.747435822,117112.468696557,202092.344563419,48374.3237649929,73965.4809257953,40495.533863432,8186.1229233008,92233.222607762,160516.4546024,12874.7711486819,8229.3306139751,5989.3865966798,0,1165.0500488282,2289.6659634714,14341.3630602836,50989.4616365931,57296.2536458147,1011.7331141751,11601.6320156339,183570.11814589,148231.822117557,220638.469821556,347.9688863439,0,2766.1531677247
7.67_314.2796m/z,314.2796298929,1,7.66835,0,0,0,5.8861874885,0,59329.0400390616,31889.3071029525,0,0,0,0,0,0,568.2584285778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.47_314.2750m/z,314.2750013492,1,8.4702333333,0,2382.4357857872,731.1738368401,615.4776448176,1428402.48144531,503836.659499639,329024.707842109,0,0,0,4.8218953396,576.8564220402,107.4325316971,0,0,111.6070589596,0.1847560875,4609.7967196366,3655.6443265055,105060.955258274,4878.6840125746,3960.6542537255,1444.7631728234,0,0,0,1317.1500486322,552.0381039863,5227.4918534509,6684.0141492697
8.58_453.3714m/z,453.3713850349,1,8.5800666667,6947.8188147763,52786.2952818645,45859.5047726223,67013.8980111411,131763.652065064,46599.8551190975,67158.0591045696,12497.8294389584,0,19406.9559247743,5559.1064761888,15028.5930408045,9277.0078537177,442141.821605576,323971.811358783,397612.828305984,148427.928489727,160269.058789203,144729.303035515,8881223.99902975,9393973.50501291,36700.1964608593,86655.3135148698,95734.413604121,66610.8307403735,36296.0720019747,37673.7029417154,16549.7237353782,39443.676438596,32610.3710745547
15.41_549.4405m/z,549.4404867438,1,15.41085,0,41997.9417421065,2392.0531846579,7889.3970970578,11822.7565462657,13089.8565898582,1228.1441091855,1266641.2214188,48370.9718803815,104.5183889207,1997.6546762123,0,5707.4599353825,3097.9354762127,1001.4867085274,0,390.4649287663,4309.1442269107,0,23529.8921330688,0,10162.0934531641,22492.7846824534,16.6416830997,55220.9549961683,27324.066534715,964.256264437,1711.380731619,922.1222026492,0
11.43_341.2199m/z,341.219928087,1,11.4253833333,12508.8148788764,0,4142.119980007,2990.1003302415,35600.3384810123,12521.9956111049,3353.1303775268,5848.0432386803,0,0,638.6948242188,2488.7845233964,0,0,0,0,16500.6434525993,40684.8778699642,1537.5118199497,52141.750625157,6216.6011542458,484095.515950524,492515.10462637,46833.8591082048,6962.1895845385,42.5268587739,5374.9603538779,485489.109813041,193828.370927695,40708.3224232185
14.46_277.1955m/z,277.1954792573,1,14.4631666667,521.2594270816,0,0,279.7467346191,6331.6548130182,0,0,682997.772705072,58138.0322867933,0,0,2527.942333453,0,0,0,314.99671922,101.4894685998,0,0,0,0,11256.5136250537,0,0,0,0,0,5260.3679655215,55.3331493265,0
10.99_343.2010m/z,343.2010035143,1,10.9859166667,8739.4206550298,76.8118507307,6540.4939597518,0,2161.0510871111,0,0,9433.86557965,4232.5323051659,694.8145774613,0,973.9209276198,0,0,14.4336025466,1072.3380362754,0,6742.2496295375,4084.8878781196,75.3489108804,193.1222072475,4781.865434444,25085.1975144654,595.7518107789,1228063.98310067,820263.007641253,356864.540263465,7936.4451020823,5827.8779389279,4805.8082299543
10.43_383.1596m/z,383.1596451034,1,10.4256,3863.5236928378,0,3331.3496971057,15451.8601691496,27150.9175701154,1892.9890999605,0,0,0,3544.5086920294,272.3962940788,4319.2312315329,0,0,1092.4752885409,2114.0723611244,9813.0038351319,881.0279696283,3752.9664963708,1556675.64205931,106324.237165849,50796.5718575791,7435.9870721182,323.5938079637,315.2488915727,0,115.5604546638,10844.9181003079,20330.6865771271,7182.7540551472
1.21_281.7863m/z,281.7862800077,1,1.2093166667,0,181.3268799911,557.9480827546,0,26.2977848987,0,0,131.2938512112,21393.6405072739,34326.594854239,0,0,0,0,3216.7524309015,0,30.4035812859,0,927.6939956863,0,0,12964.146351926,386.2417063529,7031.4454982334,0,0,0,0,0,961.4398991876
18.52_899.8872m/z,899.8872493661,1,18.5225,0,87915.1120288011,19571.0444116179,295357.204717396,0,134960.157517143,100007.467275769,217603.851159976,201694.397753479,138093.391794903,126.5118511754,268458.855472921,208376.774020175,0,2302.6334838867,6119.7790786214,0,998294.274173825,576.5499684135,71047.7274023824,7726.2213780988,0,227234.248720102,1312.9836041019,0,124636.086125604,805047.002154754,0,144522.643066657,287891.162278754
11.45_217.2143m/z,217.2142856555,1,11.44735,1246.5971156525,13385.2468675961,10681.0990447997,18745.0525016632,1498756.1993016,648832.180143225,134211.272142594,19503.5709605444,13720.8032815674,17763.2725919168,78468.656143294,18885.6236260456,14172.1272965259,40280.0369201077,31126.1790174768,16452.6720381384,2075.7984619141,4682.9575822827,2404.3136444093,0,9285.9221229905,25427.2340164091,27587.9998115553,12756.8185973854,253920.336921654,209100.620024466,57518.1699604956,3999.4049222114,6326.6592744961,15744.5431631215
7.19_262.2271m/z,262.2270727403,1,7.1850333333,0,2239.4342334586,5649.5711055869,343.6040937718,2070397.27941607,1070482.81465035,2271284.60681717,142180.16809082,88908.4605423245,928.6676330567,0,0,0,10745.7588917816,11490.5441679212,16256.3433396615,0,0,0,0,0,20888.5521931339,2375.3286648181,9550.9109850019,93336.9783933529,256016.661778128,91842.1649368405,0,1403.5188725013,0
5.74_240.2059m/z,240.205943059,1,5.7351333333,0,252.1051761715,0,0,317437.909667966,143109.394637684,212685.148831896,0,0,0,0,261.3796828639,0,0,0,0,0,0,0,1974.2559204102,0,0,0,0,0,0,0,299.2018974649,0,0
7.87_128.2018m/z,128.2017770761,1,7.8660833333,5891.3514932156,0,0,0,0,0,0,0,0,0,3148.2724413951,0,0,0,0,0,0,0,0,0,0,0,0,0,473958.703129766,28130.8946202944,100619.641601563,0,0,0
11.46_335.1725m/z,335.1724837898,1,11.4583333333,7696.0173444778,25572.774471644,13392.2758330393,11062.4956392162,331325.840198708,46684.2834847158,1973.008566163,0,10791.7975968688,6044.3284465189,225827.348289175,83666.6278659147,28819.2776087312,24473.5115221372,14900.4199921749,11259.2294575682,119962.138641384,41279.2786008341,30667.2069872688,168015.783251433,10558.5350766115,81095.4535026825,16380.8044620337,5273.41121622,15286.2415481016,78033.4509674418,30195.848241061,159221.233081664,90664.0435726905,20736.3883770249
10.48_123.8739m/z,123.8738585954,1,10.4805333333,675.2434061146,2043.175079018,3004.6942901082,2296.4455436137,532.4132703236,5388.2337894942,3523.2510356638,1727.5391390053,1789.1856646445,3593.9390563964,7521.5175958137,7782.0767418142,4459.6475284089,802.5355961766,15623.6493966375,16168.261866544,5884.0613999751,881.8898050881,2459.8762512207,11845.1292246946,203.4460518826,6904.1688661725,2411.579378762,1835.0051535936,1313.3492051438,8425.0170897837,5118.3637203469,342.5447921838,5572.6307623806,4713.6902336449
5.26_119.1076m/z,119.1076437565,1,5.2628166667,0,19.8761015011,4201.8614501953,3048.3870832067,8892.9064941407,9469.8828124999,15170.1229608954,36025.276848708,10084.8033428879,12976.1426840708,0,832.302192537,0,0,0,0,0,2493.0653686524,0,3128.3464660501,0,15369.367486815,3414.7273329196,15248.5388183594,0,0,0,15431.0941809845,17816.8612651754,7958.3531027292
5.53_119.0228m/z,119.0228368367,1,5.52645,0,3776.5686035156,1946.7240578928,0,1946.8780517579,4262.6541400397,5771.2143126749,0,0,0,0,0,4898.8272062009,1713.7206252042,10582.2279697775,9835.3271682521,7083.3156780085,5749.5079749068,3552.1406744664,0,0,2785.2707829118,24954.9676966663,6673.3626754406,0,1787.1206950824,0,0,0.1609114994,5515.1764683245
11.39_132.9467m/z,132.9467339253,1,11.3924166667,2170.520393336,0,0,0,55571.3689239974,27858.381433326,0,0,0,0,4154.0512500387,7872.427356793,0,0,0,0,0,0,0,0,0,0,180.8984332232,679.8975830078,14829.4729513617,0,0,0,0,0
19.69_304.8422m/z,304.8421939401,1,19.6913333333,8462.0142392801,13301.6047230229,392.9924011231,2249.7299804686,3547.1444576851,7019.9668514554,7377.6945648194,0,8029.0379184645,17033.6307145862,5378.4876126083,9801.4361400539,9611.0576454068,2125.201538086,9092.4080224546,9651.4118925767,4169.9325892575,8812.9982577105,11070.1085025293,1622.6611328126,11720.6974523579,6894.7952338125,5361.325286545,14005.4569467918,6655.9908013494,21628.1736084816,10685.4592899884,13527.4495029983,10606.3727331853,5720.852595666
8.12_185.1717m/z,185.1716655946,1,8.1187166667,603.5496200789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1776.3836669921,0,0,0,0,0,0,0,73052.2434082029,63826.0258779901,41959.9785336236,0,0,0
8.00_129.9018m/z,129.9017862063,1,7.9978833333,0,2552.3718489891,0,360.6866921536,0,1278.0305425423,0,0,0,291.2459538303,5037.8902493751,8156.8144296893,13024.7880859378,0,0,2351.447126859,0,15723.8632463754,923.0845714775,0,0,0,0,2270.3867187501,6483.2894987993,0,0,0,14419.9884033201,0
14.45_559.3850m/z,559.3849950408,1,14.4473666667,10565.1071099129,0,3973.812255909,174.4198435204,0,654.9837739141,0,1311641.89309342,52475.7360880105,3582.7461349328,35889.7001535611,989.6692301327,0,0,19379.3398645095,23122.6253623123,1384.0354441285,11226.5114181365,0,6899.3485511377,0,36.7131715936,0,0,2046.2257443233,0,3936.6082762462,29469.1911069668,3062.4214577252,1188.9286187747
13.40_439.3990m/z,439.3989676162,1,13.4029166667,143289.032602677,22726.7173306346,55941.7194021648,46096.1616564997,251060.420414122,176917.661980366,56162.6806608434,53050.7255242927,159881.766929024,52702.0636176579,218565.091159111,26584.4733117036,36927.5741479115,188825.411343455,124920.392406528,35530.4002434875,61464.4719337383,56856.9463320048,19883.7482617104,1734720.28717233,77433.7432412482,297344.623617775,116625.844101929,62210.1786792611,17120.9418128388,28233.2133103893,42795.5904925708,1578393.95352375,648456.537392328,95639.5070485642
15.28_331.2463m/z,331.2462848318,1,15.2844833333,9178.8137998324,0,0,0,0,0,0,3205.8038573396,2809.3097163481,0,0,0,0,0,979.4453330521,0,0,0,1120.5717683462,0,0,0,0,0,0,1363.7256469727,0,0,1378.7303361959,0
6.95_287.1636m/z,287.1636220478,1,6.95435,0,913.3894593569,0,397.3661060057,0,0,0,35619.8048214519,452.1639754764,511.0644265358,4973.2049100819,2393.6787812852,11030.8357448578,0,0,0,0,13346.5446178189,0,543061.954886585,191887.873920148,0,0,0,0,0,9060.7677001951,0,1713.3656005859,0
9.66_463.2270m/z,463.2270142038,1,9.6565833333,353.1119213918,0,663.7650585164,487.6743640004,712975.352758235,418718.140781261,309720.242029262,131904.251792375,15747.2082274195,2199.8597300705,0,0,575.3000651293,0,0,0,0,574.9155273437,0,13836.9770799582,0,199.1068550208,0,0,0,0,1140.2987451473,0,19144.8547906997,3433.072384861
11.19_367.1420m/z,367.1420474539,1,11.1946666667,3695.4643012815,10536.8244176931,7752.2738060817,1117.3165952721,444164.739605425,29128.9473018571,1430.0361259594,372426.970688784,929355.851218523,4231.4461832117,6243.3363679069,3202.1860356561,1922.5139442578,1429.9163505715,2928.5963359348,1153.7368777739,61365.8035680663,13742.2966355926,84.3204314367,1104611.34032791,25565.2705750347,325.1559354478,2289.0032715069,5501.0654703129,76729.3825192069,84849.559630573,59474.8232163243,19179.9634272796,20647.6082521387,7269.3031556232
8.99_331.1219m/z,331.1218994706,1,8.9865,10314.6076500368,3090.1652153211,5297.9440549392,777.7989971674,0,27025.7149047852,26333.9970139368,57774.1193908108,219520.361123129,42479.9857409647,8694.1354370117,53943.0598550729,52241.0592958888,358.3527659648,1588.3994540741,4274.7309265136,17122.3689283762,0,14671.8666882919,0,8681.1186413578,138527.016034314,154126.699103679,148881.189620422,0,1300.9484569501,35470.0732189638,24672.3642578124,32664.2651312119,79964.6378683275
14.23_327.2850m/z,327.2849906903,1,14.22625,6504.9601942765,0,0,0,0,14663.3978074221,0,0,0,0,0,0,78.4943359236,0,0,0,1971506.47900395,0,0,0,0,199901.309440048,0,0,5636.5587395068,255.7964530247,0,294204.410245886,0,0
4.26_147.0867m/z,147.0866830603,1,4.2632166667,9868.8996990916,23365.6757600964,22235.3703315417,12975.7605322545,25835.0018605204,38492.1583119512,38329.3489818572,101520.43653323,30084.6133428052,36444.7914907492,63254.3744316231,32815.6684615764,73115.5683256861,109354.591804764,29630.5687213757,21994.4897985054,135692.743328379,98935.6534769699,136032.736988311,7510.1551451287,0,130581.198470019,89763.7510630487,109206.903626693,42797.0158159109,17817.905323123,27515.5383504413,103677.904947563,67604.888337662,87391.5648107658
4.19_662.9025m/z,662.9024935845,1,4.1863166667,6768.9147590382,0,0,0,0,0,0,0,0,0,506988.696758684,518069.073956706,18279.4833667744,0,0,0,0,3990.5070270868,8751.8133600288,0,0,0,0,0,0,0,0,0,0,0
15.87_257.2867m/z,257.2866940349,1,15.8689,10215.6616516112,0,0,0,167884.793077089,0,0,217444.40750326,0,0,63.0726747722,0,0,0,0,0,115745.115256918,0,0,0,0,65889.8760167271,0,0,26041.1745270397,0,0,34826.541412354,0,0
9.05_250.1897m/z,250.1897441715,1,9.0524166667,0,27662.8220438752,44589.1173879824,54008.7159421106,0,16951.9083899265,8028.1883544921,1133.230255945,0,43839.4305957228,17048.8161621096,37801.8607117372,49191.9529962555,17145.6447824831,36688.5830778011,21053.190917172,2017.3565074829,28603.2593229196,30954.41673957,0,0,0,7724.1324241232,22972.6915668475,198740.743774415,77237.716033936,82215.1069922219,1467.3131662211,31888.3873396109,19623.6921997071
