,,,,,,,,e,m,w,e,m,w,e,m,w,e,m,w,e,m,w,m,w,e,m,w,e,m,w,e,m,w
,,,,,,,,8,8,8,15,15,15,26,26,26,27,27,27,36,36,36,41,41,44,44,44,59,59,59,72,72,72
Compound,m/z,Charge,Retention time (min),blank-1,blank-3,blank-4,blank-5,R8-1,R8m-1,R8w-1,R15-1,R15m-1,R15w-1,R26-1,R26m-1,R26w-1,R27-1,R27m-1,R27w-1,R36-2-1,R36-2m-1,R36-2w-1,R41m-1,R41w-1,R44-1,R44m-1,R44w-1,R59-1,R59m-1,R59w-1,R72-1,R72m-1,R72w-1
16.59_587.4524m/z,587.4524477445,1,16.5875833333,0,0.3448401062,0,0,7.7931715105,0,3.1466903922,12.2147525507,458.1208719362,0,0,0,0,81.224013862,0,0,0,0,0.0413297338,0,0,350484.572032509,8812.9157599027,7.9778833398,2766.0819063737,0,0,159292.46157837,5183.9642028808,9014.6614074706
8.81_223.1155m/z,223.115466093,1,8.80525,0,3978.2995521454,3795.316003,8170.1215226164,0,0,0,0,0,2335.9643007469,464.2677459717,5706.1189635126,1790.3306027836,0,512.7733108643,1390.7121582031,0,2803.5655314051,891.9305209831,0,0,0,90.9986476685,1064.2654663932,84917.5385742185,5536.2011979567,12354.4422314638,0,0,819.7995212366
2.01_818.4587m/z,818.4586832476,1,2.0056833333,0,0,0,0,0,0,0,0,0,0,0,0,0,181090.556846895,275832.725709831,224991.236726148,0,0,0,128.0772197657,5571.0408769594,0,0,0,305064.856916022,390586.790440008,233578.532024163,0,0,706.6457542499
16.38_180.8854m/z,180.8854071736,1,16.38225,614.9419867803,2116.7522223893,1064.4871141238,2780.4247713833,379.2463684082,2370.1359087772,2595.1135864258,0,548.9139971752,0,2317.9918566183,6128.8425636291,2037.7015376351,275.6040589916,2180.2996673584,402.7735800812,2236.1860345324,0,1969.013651878,2658.1028306291,2956.6744689941,669.8041687012,386.2849731446,3680.5490204937,0,538.1379249812,555.6979568225,382.3376388549,2164.2600176679,2819.5507776561
9.87_353.0530m/z,353.0529587946,1,9.8708166667,6386.7934091619,1436.525173363,3131.6608578052,5215.2076113913,1360.5254844796,731.6410607605,467.2289215482,8384.9492371116,20912.4364471434,1366.7870291524,2054.5784350721,137.3659775556,0,14893.449295568,9380.4471433512,5450.8317774486,4977.619426589,2983.2667368589,0,2597614.68230734,117511.109457228,15964.7382207918,470.155416275,0,0,0,0,1991.0475720936,0,630.541454425
0.01_176.6160m/z,176.6159971336,1,0.0061333333,129.3687068777,0,0,514.8790450042,455.3559570313,0,0,0,39.2430233813,1397.1813926697,0,0,2.318815035,0,0,0,0,0,396.776473999,54.2195167541,0,0,0,38.0966381417,7.4646622164,0,45.7995948792,0,0,0
6.99_265.1012m/z,265.1012183636,1,6.9928,0,0,0,0,1229.9088134766,5528.9342463346,12474.0775375365,0,0,0,0,0,0,0,0,0,0,0,0,14.8251115232,0,576.6998008225,0,0,7806.5953430232,2802.1664489452,6359.7018127441,0,0,149.9512176514
8.21_819.6329m/z,819.6328930035,1,8.2120833333,0,0,0,0,0,0,0,0,0,0,0,0,0,258.7183244915,1145.1707865112,3183.5748778492,1233.9351317827,2976.8752400235,0,283373.170843431,346225.271494396,1257.3075970561,0,782.6354559156,0,0,0,0,0,0
7.48_203.0060m/z,203.0059702096,1,7.4761166667,0,0,0,0,139.2950897217,0,0,151.0516430113,0,0,116.9458632143,0,0,6579.5496698949,0,0,2038.0854263305,0,0,0,0,32943.9706726075,27540.7682420826,32502.6553078775,3021.3586912522,0,0,0,0,0
15.15_136.8979m/z,136.8979382672,1,15.1502333333,2312.9259074503,3043.4326513347,1783.6930990683,608.240410067,840.4864088531,2988.9034802232,3086.2993446478,411.5221836254,1736.4245988972,2121.9977450088,2371.6949284044,1201.1060463482,2317.881915549,2902.6965660421,1734.9377339815,3917.1221561553,4116.0576040487,2553.6213049519,4262.7025496123,2269.1256831773,3783.3883685664,2827.4593665152,2163.4721990947,3111.0193861446,2949.352899166,4770.1402606614,1063.9036081606,3819.0827472662,1448.0449181155,673.3698695623
13.54_551.3909m/z,551.3908962328,1,13.5402333333,1473.9448292516,179886.320077641,24012.4187151587,41183.3084122565,32739.6564532245,873.7854763638,271.6827551055,5019419.94257427,636192.612024024,0,86865.0913275395,0,34963.6328672777,16056.9093322633,3269.6400949826,6872.5629274903,2966.4933371159,4067.6197358174,2455.917418929,2874.1532999139,18668.3678665087,60224.3856287962,350.2823148451,927.8937680419,7340.430031895,757.1737861872,312.0874856799,2845.0887844715,72232.8731450555,0.7207158829
5.76_357.0448m/z,357.0447710579,1,5.7626,0,3.9906003098,36.7043149716,748.6890602112,113238.134220946,37878.101741495,74880.4970330991,45.7013911676,0,2.8475582736,0,0,7832.3062241611,21310.6617814557,8656.7718665358,36250.6750948806,14398.8323435929,6706.988622252,5432.6821537655,612.3867762409,4394.5240859941,856.0622503254,0,4742.1931010017,1002.530090332,709.3787231446,864.2436523438,0,0,1627.8367402518
4.82_289.0962m/z,289.0961758335,1,4.81795,1356.4822837979,295.8773563954,594.4438309875,297.5388107805,0,0,0,148458.575986868,212864.58302045,102421.853248472,0,0,0,9961.5011153155,2622.0053314589,846.907969104,351.0610198975,0,0,591.561692728,0,830.4961395263,902.6280566607,121.6372534739,0,0,0,366.4244845042,0,0
6.29_175.9921m/z,175.9921404743,1,6.2898166667,2604.6270779316,505.5037227753,1845.4141906545,334.2905427616,2374.483149592,97.0791397095,264.494934082,287.6885375976,1034.571472168,0,0,129.3633346558,0,50760.5591453573,36683.8367898409,43615.0165320737,21924.979853191,20312.5449172698,0,0,0,79.3150160821,276.4665804803,327.6876907349,14649.7886428833,15888.7437962542,13767.6350540146,0,0,0
6.05_150.8218m/z,150.821753421,1,6.0481666667,2250.6045948899,74.2828267957,0,0,0,0,0,5398.0927532318,0,43271.3380668707,0,0,0,0,0,0,6056.554573412,582.2103944841,0,0,0,0,0,0,0,0,0,0,0,0
3.68_402.9238m/z,402.9237528274,1,3.6755,387.8094056795,0,2.4247389105,0,0,9321.8500524933,1574.3955012013,0,0,0,2242.7737102509,36.5026633189,517.6795749616,0,392.1601304678,20.6524935799,70982.4937381413,67381.97366235,75216.561063997,1439.1956127836,1878.8819496495,384.5035497991,2301.2095711437,0,237.778213501,489.5101415407,127.825656325,0,0,653.451116695
15.29_635.5077m/z,635.5077429402,1,15.2923833333,0,0,0,0,0,0,0,83865.4302816809,2.849350492,0,0,0,0,4.3378728971,0,0,25009.9845130467,5746.7588027667,0,0,0,5971.6536492565,0,0,0,0,379.1855533288,1481.3513220257,1041.8756954023,0
12.19_369.0607m/z,369.0606594328,1,12.1889333333,24576.8220644057,817.1229164313,6013.0859869937,2900.9757179936,164.708135949,4619.1923646365,2817.4670028686,0,0,7648.4074998429,14720.5900907634,3634.0153918486,5570.8598600967,192.9795416619,758.2498642195,7421.7512814382,5266.2065734863,5804.769774343,7099.6003337927,5115.6127729745,15215.4830823076,2918.2541881082,1565.0195645791,9535.1336960533,24041.7018468286,0,3412.2613872929,45781.2243864079,2.2994965956,3659.7075338543
19.45_297.1250m/z,297.1250012953,1,19.4465,9104.8162695995,59608.8941739651,78778.3628278915,72608.5372768706,53155.7333920261,57240.0880102651,76655.262809299,61561.2982339004,60759.9277762691,72896.9632106095,108063.569181281,61713.233544261,65344.4136471897,85094.0330250203,58672.3196676219,118084.186206678,47582.1139553627,58598.4890930367,66943.6438830519,61409.1113490037,74090.6973719329,53485.1522832374,71514.2659901447,59505.7159703932,65655.0209800668,59972.0493070784,83871.4555786039,78909.6865848707,68798.1398766843,59740.9745300789
6.21_137.0712m/z,137.07118777,1,6.2129333333,0,0,280.2714475172,589.5765720955,0,0,0,0,0,0,0,0,42.1333728826,0,0,0,0,0,0,57358.8133884436,61223.0467529296,0,0,0,0,0,0,0,0,0
3.51_160.9262m/z,160.9262136133,1,3.5107,114.0379638672,3166.4999704352,4486.1061624796,2775.302958927,1025.5844282587,1026.7912597656,0,343.7684326172,351.7721836749,694.4593857009,0,5493.9157004173,1541.4233704054,0,0,0,2188.8054818112,1356.5646689665,1775.3899957972,1173.9472767894,294.0042114258,3009.4953341371,1579.1731146912,3339.8190354697,60394.8809521094,27522.0784552532,39927.7183943162,324.7802023095,961.581057812,0
1.95_146.9697m/z,146.969702136,1,1.9507666667,6490.1161649691,1935.2239074707,1335.0280337958,911.1871845764,1158.5741143444,1765.0182495116,5286.8989562986,1080.9265485445,254.2165527344,0,3491.3805016061,1785.5875116847,1996.7911499953,0,2868.4576659351,2258.654377142,1523.8424072266,290.6172894327,0,7520.4888939685,5314.9716848444,5401.7407478659,2110.5714859145,14953.6747065992,0,0,0,3553.7331984997,3141.7844448134,14068.5385815319
19.35_230.8988m/z,230.898772189,1,19.3516666667,1002.7203369141,9287.5597450449,9607.1816979657,5376.3918640382,5427.802066803,6601.0057373047,5143.0529188329,2578.272530983,2680.8415832519,6499.6684756324,5959.6438605055,9796.5303799505,7614.0132559222,13903.3326105805,8799.8516409902,8796.1775818803,12702.6082985754,12108.6891636633,12023.5184322791,7440.0615255196,7428.5229643774,7211.2245820016,4122.7949822956,5499.6578046438,5499.204528427,8567.5701025549,4171.6716957093,10628.2074755047,5672.2443799513,1866.5741271973
10.49_291.2525m/z,291.2524538955,1,10.4860333333,49686.932610128,0,1074.3151093408,561.336371358,24327.2049410825,6675.8146744718,1677.5529091989,17635.0028314324,18730.0982773182,1484.6323723914,1827.2050054829,3980.7760494854,781540.764233486,64.4198299269,4094.0632514967,2236.4726404062,0,3632.5311340541,980.5728915314,1697.8043039647,574.2728890912,31366.2964302784,31125.2702203929,7696.4981431537,4416.9319268967,8488.7010018878,4292.3559788794,12184.2321137698,25013.1777822806,11519.4481842914
12.32_497.3228m/z,497.3227961854,1,12.3207833333,26.383672348,9983.1362742535,56.5899544787,6409.5838999868,1262.6195685589,327.8241311927,0,421572.140540277,39903.447555342,0,11728.4093436386,0,527.2500317197,0,0,341.1162371141,294.1650025123,37.4214809835,549.0294442018,0,647.3442754093,0,0,0,29115.5799072501,28770.9332128811,0,0,0,0
10.00_365.1243m/z,365.124258482,1,10.0026333333,4868.7753136569,7318.9306470022,7666.3161694198,5188.9829241398,270.0795406746,275.5794815365,5403.4705319717,526.4127918961,1.3461135554,5676.6326853843,3549.6395568848,10091.6349364039,37908.1055758231,12569.6539911927,10739.2445907717,2362.1663838879,7575.2639631822,7024.0123664409,3503.3199212738,1196645.68766639,108086.836748613,621.9010009765,0,5804.7004937,616.738612719,2323.3724365235,4607.0640182495,1289.8650207519,0,2807.1715406195
1.26_104.5999m/z,104.5999147263,1,1.2587333333,0,303.1746724913,1.3588242206,0,214.4877354053,0,1878.5250471038,3.0915612396,0,378.7564842871,0,2386.161895752,1795.6991008347,0,0,0,4660.3875938809,88.542222592,1.3593680717,217.7655577478,1222.4242518196,2957.3450808281,1383.0977172852,4909.1534118653,16.8965814813,377.3302389682,305.9197918565,946.7875150655,0,1583.1619456741
11.97_505.2583m/z,505.2583262442,1,11.9692166667,6592.9563810183,14421.8349659935,177.2354842991,0,131514.746849501,28723.6968777979,4548.3079085426,127679.45150537,7348.707106408,740.718104587,12947.7079526975,4283.2343267268,1974.0523246904,865.2349872404,1563.3904190963,2204.6216585185,100008.813822879,15838.5518396656,2949.241969668,17645.2499336799,3143.7466314025,80455.3264063357,11819.0785100325,938.2021042816,8988.2344763748,3.5170787118,453.1034857502,48985.2151325579,15526.274801334,0
5.70_264.0797m/z,264.07970505,1,5.6966833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7036.5847435426,6086.3816657899,0,0,0,0,0,2062.2036843374,7464.2162814296,9435.9765722594,9650.4872288269,0,19816.9156067001,30852.8054641001
18.58_230.8962m/z,230.8962135996,1,18.5778333333,5071.8678266427,2874.4417777378,2254.9292911498,2205.4336081257,6735.8136015352,1883.8509521485,4337.4746878373,0,2626.4309539795,3741.383848632,3356.6817596442,5579.0102059732,4420.9503304144,5868.7566370335,794.8541030884,4245.688232995,2650.4630977467,2567.1185798645,1755.3497009277,2131.9633477299,3310.0777297853,3456.0466308594,516.583577581,5466.4611173253,3127.9423027038,3365.2791089396,2102.2450556403,0,2253.5184589637,0
8.73_170.7540m/z,170.75404881,1,8.7283666667,0,0,0,0,0,720.9446104399,1537.9344556839,0,2310.3574949227,0,0,0,1900.2602687368,0,0,0,0,0,0,0,0,2138.2339948818,0,2524.0470514642,0,268.3170372608,3495.4019142143,0,0,0
2.94_174.6057m/z,174.6057414605,1,2.9394166667,7889.702210318,0,0,0,0,0,0,0,0,218.9108581543,0,0,0,418.993450713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.42_128.7032m/z,128.7031853739,1,4.4225,0,0,0,0,4556.0382963792,0,508.1622132667,0,0,0,336.6115512963,1015.6234620678,0,0,0,0,0,0,0,0,0,3090.5652472211,0,0,5642.4642145265,1115.309677124,6813.6908912725,0,0,0
11.20_339.1056m/z,339.1055613561,1,11.2001666667,27267.6772685668,77710.1234748851,103826.558422935,103716.155772152,70809.1048350958,116233.647733249,98628.2310368465,146928.461402939,64780.1052959902,91466.4762622115,96950.7419564794,268050.533834121,97888.509537675,101233.319215317,87156.7853355656,90146.8940456796,70613.0422038928,142975.104835735,100156.055252128,227196.207557318,82447.5048650254,145174.597824343,98296.1814593283,93246.3608048304,134518.198246765,109859.197045972,89525.294622507,226690.581929878,159756.207399518,99036.2769388891
1.30_102.9938m/z,102.9937701637,1,1.3026833333,1091.3544569017,7992.097380201,2547.1354140158,899.8202488321,2933.274231489,1615.4551923035,1116.2200323923,308.0118789673,0,0,1095.0234196007,0,4225.6090492479,118.4573020935,0,0,1106.0981321584,5316.5935149266,2554.2240905762,64504.3044013979,57997.7526397705,2795.5652274908,1048.1839491052,3669.5502789366,3130.907373998,2500.1078604163,1194.6047669691,5505.5694225753,4364.3523207048,2437.22315979
4.26_214.0543m/z,214.0542747055,1,4.2577166667,0,0,202.5195652552,0,246.7883685941,264.8571777344,0,1286.3431367582,0,0,1721.0343208313,0,0,1543.9412521262,8391.1490129734,28049.0314024168,0,0,0,0,0,19953.2460032114,12158.6348834743,49052.9182240111,505.4303918808,0,0,77635.2289370863,39592.5231361521,69674.3870322227
4.64_118.8633m/z,118.8633279874,1,4.6421833333,0,0,0,0,0,0,0,4012.7714233397,24426.9153646909,10601.0386209885,0,0,0,0,0,0,0,0,0,14901.7935791013,21058.2588086848,0,0,1002.0269745708,0,0,0,0,2879.764508322,2507.2057083108
4.44_128.9716m/z,128.9716349924,1,4.4444666667,0,0,0,0,2261.717730363,0,5631.8819120372,0,0,0,1584.7248761407,645.8069206538,0,0,0,0,0,0,0,0,0,1578.6960776905,0,0,25288.3142763644,1084.1978764317,9302.2288694062,0,0,0
7.00_735.2955m/z,735.295487626,1,7.0037833333,0,0,0,0,3.2532456072,0,0,0,0,0,0,0,0,1490.3353145351,4075.1966508113,0,1168.4722871118,1642.2059799205,451.1357383898,0,0,0,0,0,111171.055711356,43525.5311278281,191849.843327058,0,0,0
4.68_144.0785m/z,144.0785426825,1,4.67515,422.2585372925,301.1605835955,67.0519249461,771.7000011213,0,0,2.0148257648,4879.0977400418,1390.2541519166,2319.1835188455,1941.7673521061,198.0765686035,0,0,0,0,0,0,0,1957.7036252907,2499.1270131489,535271.908441162,166441.678080346,200173.977264406,0,0,0,4481.8882977315,0,0
3.29_216.0605m/z,216.0604955609,1,3.2909833333,0,0,0,0,36287.8535609682,16758.3729728089,47198.3190567762,0,0,0,0,0,0,7.0086380197,445.756272966,445.2049361256,0,0,0,0,0,0,0,0,0,0,0,82.6290181474,0,210.1833343506
15.10_283.1739m/z,283.1738949652,1,15.10285,2953.2103425528,4281.8816940525,6907.6380137663,13995.5248891727,9125.4327441264,1494.7250147905,232.378384659,0,2270.0728013784,4841.8208941906,17401.1975186097,17864.0632995274,909.18570275,108.9111186261,1675.6654590479,2466.650206319,133605.827714813,40601.9461051285,20855.8794585671,3258.3266265381,1445.8801871762,16887.923368691,7081.6246624267,831.4930434854,3355.1458922242,1206.4654096439,3294.7665064864,28614.3411292653,19850.3135932566,1202.5559572764
14.12_577.3854m/z,577.3853692463,1,14.1235833333,3005.787756549,25642.3398280258,1468.0710055569,825.1855439254,1505.1037052326,2268.708996937,270.6248512319,5388.3670654297,3371.3273671686,3191.6431443137,709.1120290312,153.4752407551,1703.8656628895,2026.2604041714,721.3652330366,360.4752648202,459550.030960243,42458.7493296316,1312.4843139648,2130.4502257972,37.91513326,0,482.3941625394,4467.1720366919,5574.0130531506,2806.1579765043,1427.35724121,8624.5065577136,6445.3537256543,1114.8860765132
15.09_637.5091m/z,637.5091209332,1,15.08705,0,0.0207533596,0,0,953.4980893885,0,0,105932.314311605,959.1678377353,0,0,56.9850742124,0,5.9122393442,0,0,0,0,0,0,0,7437.3815651403,3843.3823796294,0,0,0,0,0,10657.8928135861,0
3.99_386.0998m/z,386.0997545792,1,3.9940666667,98.3417647822,596.2368296591,1238.4949524003,0,17197.7343695154,44.7892908541,2057.3792572022,11442.1886075367,17.0554383978,1.9168387744,1097.2328754419,1806.5780544281,30728.9653460212,11370.0709987657,34256.3137550117,66710.0205624236,378.4651998014,880.1417987355,4599.7791234145,29957.795182607,25450.2322555702,1620437.28166429,1475895.90883181,1462806.5084913,0,695.6676864624,7021.7284114439,0,11.0531676113,10554.4049556844
7.81_373.0770m/z,373.0769835994,1,7.8056666667,827.3494027493,16.3334983242,709.7198480493,400.993704025,2812.1572655946,7775.2424664365,3841.7227474366,92919.3881292916,33147.0882304844,1919.2213095177,4011.3000445475,4287.9294792096,12.7748573068,188399.050960714,183649.0831757,189098.287370899,0,152.2087402344,348.9399414063,112429.647138109,14360.5719183669,69233.2685997825,16382.5189733,40550.1878655879,0,689.031659187,7436.9064989554,21780.2433008081,12737.8371949312,10994.0217556451
4.59_436.1198m/z,436.1198124604,1,4.5872666667,0,4622.3723261959,174.633532004,0,0,0,110.1947574483,3438.3496736503,3343.7892600743,13650.7141594503,35375.9812168908,0,3009.5317516398,32262.1961373873,21298.326283715,40547.9646558042,1931.9035949707,302.2584244273,0,204.3639476715,4775.2113011289,345.818992527,0,0,3202.3218689355,940.2179635617,106530.248192222,1330.9135540503,5409.1268484585,4906.3775320826
11.90_249.0782m/z,249.0781528483,1,11.9032833333,14328.1462478637,18681.3383306459,28662.9617653882,15796.2143705868,19484.4797158135,18817.965057373,8750.5375505735,0,0,22849.4458789069,10737.7877652944,9010.8497292651,12877.6124600746,22292.9905766393,15023.5648017068,16181.0089128528,3420.7512969971,14027.0059814453,13934.9844930726,6721.6813278199,9437.3505706788,21035.9488067628,27317.4668502761,16312.89907752,13414.3274669831,4998.2725337847,18014.1711202922,37373.6307909993,37513.466319158,25198.6885444289
5.86_245.1140m/z,245.113992711,1,5.86145,0,169.245628971,0,2.931043877,0,0,0,0,0,744.4210997407,700.2380865517,3863.7259219758,317.711447107,0,0,0,2091765.99373967,1820684.49930205,2879285.43019743,4061.208106266,10684.4057586297,29227.0238639532,23855.1744963065,37803.5293813099,0,0,0,13115.7355994861,11315.3212838753,19019.6390307087
4.18_201.1957m/z,201.1957369225,1,4.1808166667,0,0,0,0,0,0,0,0,0,0,0,0,897.9927927781,6549.1085510254,288.6978293445,0,0,0,0,0,0,1170.6581344604,130.2141328699,4610.2110321728,0,73.7865291396,0,0,0,901.8827985032
8.90_269.0833m/z,269.0833360647,1,8.9041166667,0,0,0,0,22602.2076505038,38667.595650495,56947.3252263882,2363.2028384936,0,0,0,213.6547249452,0,1755.0900896943,1756.5359069331,400.6798355637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.10_138.8686m/z,138.8686140487,1,9.1018333333,0,0,423.2189948187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11455.9395277014,0,0,0,0,0,0,0,0,0,0
6.74_396.1571m/z,396.1571165056,1,6.7401666667,348.2323760986,0,0,0,0,0,0,118.5533065266,547.3364709174,3279.1613803497,0,0,101.4922992033,145141.761394665,105410.989275101,79114.2250140522,0,0,14758.8431538831,0,0,19332.092404563,7720.6969151776,21550.3376813573,222.1700303538,1498.7626940021,2195.0677747404,0,0,0
6.93_154.7799m/z,154.7799100675,1,6.9269,0,0,0,0,4843.375361285,445.0828273696,4158.1301094643,0,0,380.234061149,0,0,0,82.5385199239,0,0,105.8591817031,0,0,0,0,4542.9484100437,0,6344.7045552688,0,0,0,0,0,0
16.86_136.5206m/z,136.5205793387,1,16.856,2025.8248776616,690.0428684854,412.1981728104,538.4204264198,1921.3611812603,670.6165462192,856.553045023,99.122353661,11.4218040416,1194.9265646854,0,498.3681390762,2665.1104799308,3318.5368063127,124.5550612869,519.2313734359,307.2698459454,621.7534237109,959.9006675221,3011.8910492364,639.4312579213,2176.2710109563,614.7907469864,1739.9747854459,1369.8521583946,544.8999786377,96.5881145395,1919.3505249023,628.132438931,1515.4822492535
